,original,Texto,endereço,tipo
1473,"OBS.: Um quinto dos lugares dos Tribunais Regionais Federais, dos Tribunais dos Estados e do Distrito Federal e Territórios será composto de membros oriundos do Ministério Público e da advocacia, indicados em lista sêxtupla pelos órgãos de representação das respectivas classes. Caso o número total de membros do Tribunal não seja divisível por 5 (cinco), arredonda-se a fração para o número inteiro seguinte, a fim de obter-se a quantidade de vagas reservadas ao quinto constitucional. Assim, quatro são os tribunais que atendem à regra do quinto constitucional:a) Tribunais de Justiça;b) Tribunais Regionais Federais;c) Tribunais Regionais do Trabalho;d) Tribunal Superior do Trabalho.","OBS.: Um quinto dos lugares dos Tribunais Regionais Federais, dos Tribunais dos Estados e do Distrito Federal e Territórios será composto de membros oriundos do Ministério Público e da advocacia, indicados em lista sêxtupla pelos órgãos de representação das respectivas classes. Caso o número total de membros do Tribunal não seja divisível por 5 (cinco), arredonda-se a fração para o número inteiro seguinte, a fim de obter-se a quantidade de vagas reservadas ao quinto constitucional. Assim, quatro são os tribunais que atendem à regra do quinto constitucional:a) Tribunais de Justiça;b) Tribunais Regionais Federais;c) Tribunais Regionais do Trabalho;d) Tribunal Superior do Trabalho.","cf88,3,14,20,,95,,,",questao
1477,OBS.: O ocupante de cargo vitalício só perde o cargo mediante regular processo judicial com sentença transitada em julgado.,OBS.: O ocupante de cargo vitalício só perde o cargo mediante regular processo judicial com sentença transitada em julgado.,"cf88,3,14,20,,96,730,,",questao
1478,OBS.: Advogado nomeado desembargador de um tribunal de justiça estadual adquire vitaliciedade imediatamente a partir DA POSSE.,OBS.: Advogado nomeado desembargador de um tribunal de justiça estadual adquire vitaliciedade imediatamente a partir DA POSSE.,"cf88,3,14,20,,96,730,,",questao
1479,"OBS.: A vitaliciedade, QUE NO PRIMEIRO GRAU, NÃO é adquirida na posse, MAS SIM APÓS DOIS ANOS DE EXERCÍCIO.","OBS.: A vitaliciedade, QUE NO PRIMEIRO GRAU, NÃO é adquirida na posse, MAS SIM APÓS DOIS ANOS DE EXERCÍCIO.","cf88,3,14,20,,96,730,,",questao
1482,OBS.: Sobre as garantias constitucionais que gozam os juízes e sobre as vedações as quais estão submetidos à irredutibilidade de subsídio NÃO é absoluta.,OBS.: Sobre as garantias constitucionais que gozam os juízes e sobre as vedações as quais estão submetidos à irredutibilidade de subsídio NÃO é absoluta.,"cf88,3,14,20,,96,732,,",questao
1485,"OBS.: Sobre as garantias constitucionais que gozam os juízes e sobre as vedações as quais estão submetidos, NÃO podem exercer outro cargo ou função se estiverem em disponibilidade.","OBS.: Sobre as garantias constitucionais que gozam os juízes e sobre as vedações as quais estão submetidos, NÃO podem exercer outro cargo ou função se estiverem em disponibilidade.","cf88,3,14,20,,96,733,196,",questao
1493,"OBS.: Parlamentar federal apresentou projeto de lei com o propósito de estabelecer normas de processo administrativo a serem observadas nos feitos que tramitam perante todos os tribunais de contas do país. Na justificação apresentada com a proposta, sustentou que a União, na condição de ente federativo central, seria a única em condições de estabelecer regras uniformes em todo o território nacional. Ademais, argumentou que a CF, ao inscrever entre as competências concorrentes a legislação sobre ?procedimentos em matéria processual"" (Art. 24, XI, CF), não fizera distinção entre processo judicial e processo administrativo, de modo que a competência da União para editar normas gerais na matéria abrangeria ambas as modalidades de processo. Deste modo, a matéria em questão está situada no poder de auto-organização de cada unidade federativa, cabendo aos tribunais de contas encaminharem projeto de lei a respeito da matéria aos respectivos parlamentos.","OBS.: Parlamentar federal apresentou projeto de lei com o propósito de estabelecer normas de processo administrativo a serem observadas nos feitos que tramitam perante todos os tribunais de contas do país. Na justificação apresentada com a proposta, sustentou que a União, na condição de ente federativo central, seria a única em condições de estabelecer regras uniformes em todo o território nacional. Ademais, argumentou que a CF, ao inscrever entre as competências concorrentes a legislação sobre ?procedimentos em matéria processual"" (Art. 24, XI, CF), não fizera distinção entre processo judicial e processo administrativo, de modo que a competência da União para editar normas gerais na matéria abrangeria ambas as modalidades de processo. Deste modo, a matéria em questão está situada no poder de auto-organização de cada unidade federativa, cabendo aos tribunais de contas encaminharem projeto de lei a respeito da matéria aos respectivos parlamentos.","cf88,3,14,20,,97,734,201,",questao
1497,OBS.: Compete privativamente ao presidente AO STM encaminhar projeto de lei dispondo sobre a criação de circunscrição judiciária militar.,OBS.: Compete privativamente ao presidente AO STM encaminhar projeto de lei dispondo sobre a criação de circunscrição judiciária militar.,"cf88,3,14,20,,97,734,204,",questao
1506,OBS.: Um promotor de justiça estadual que praticar um crime comum será processado e julgado PELO TRIBUNAL DE JUSTIÇA.,OBS.: Um promotor de justiça estadual que praticar um crime comum será processado e julgado PELO TRIBUNAL DE JUSTIÇA.,"cf88,3,14,20,,97,736,,",questao
1508,"OBS.: Órgão fracionário de tribunal que afaste a incidência, no todo ou em parte, de lei ou ato normativo, ainda que não declare expressamente a sua inconstitucionalidade, violará a cláusula de reserva de plenário.","OBS.: Órgão fracionário de tribunal que afaste a incidência, no todo ou em parte, de lei ou ato normativo, ainda que não declare expressamente a sua inconstitucionalidade, violará a cláusula de reserva de plenário.","cf88,3,14,20,,98,,,",questao
1509,"OBS.: Na apreciação do controle de constitucionalidade em grau de recurso, O RELATOR NÃO poderá monocraticamente declarar a inconstitucionalidade da lei.","OBS.: Na apreciação do controle de constitucionalidade em grau de recurso, O RELATOR NÃO poderá monocraticamente declarar a inconstitucionalidade da lei.","cf88,3,14,20,,98,,,",questao
1510,"OBS.: A Constituição da República de 1934 (MIL NOVECENTOS E TRINTA E QUATRO) foi a primeira a prever a possibilidade de controle difuso de constitucionalidade, de forma incidental, trazendo também importante inovação referente à denominada cláusula de reserva de plenário.","OBS.: A Constituição da República de 1934 (MIL NOVECENTOS E TRINTA E QUATRO) foi a primeira a prever a possibilidade de controle difuso de constitucionalidade, de forma incidental, trazendo também importante inovação referente à denominada cláusula de reserva de plenário.","cf88,3,14,20,,98,,,",questao
1511,OBS.: A cláusula de reserva de plenário exige que somente pela maioria absoluta de seus membros poderão os tribunais declarar a inconstitucionalidade de lei ou de ato normativo do poder público; a mesma cláusula NÃO SE aplica às turmas recursais dos juizados especiais.,OBS.: A cláusula de reserva de plenário exige que somente pela maioria absoluta de seus membros poderão os tribunais declarar a inconstitucionalidade de lei ou de ato normativo do poder público; a mesma cláusula NÃO SE aplica às turmas recursais dos juizados especiais.,"cf88,3,14,20,,98,,,",questao
1512,OBS.: A inconstitucionalidade de uma lei NÃO pode ser declarada por um tribunal reunido em maioria simples ou por comissão criada nesse tribunal para julgar o caso.,OBS.: A inconstitucionalidade de uma lei NÃO pode ser declarada por um tribunal reunido em maioria simples ou por comissão criada nesse tribunal para julgar o caso.,"cf88,3,14,20,,98,,,",questao
1513,"OBS.: Em regra, decisão proferida em controle difuso de constitucionalidade produz efeitos entre as partes e ex TUNC.","OBS.: Em regra, decisão proferida em controle difuso de constitucionalidade produz efeitos entre as partes e ex TUNC.","cf88,3,14,20,,98,,,",questao
1533,"OBS.: Se, antes do trânsito em julgado, ocorrer a estabilização da tutela antecipada requerida contra a fazenda pública, decorrente da não interposição de recurso pelo ente público, NÃO será possível a imediata expedição de precatório.","OBS.: Se, antes do trânsito em julgado, ocorrer a estabilização da tutela antecipada requerida contra a fazenda pública, decorrente da não interposição de recurso pelo ente público, NÃO será possível a imediata expedição de precatório.","cf88,3,14,20,,101,750,,",questao
1540,OBS.: Será constitucional lei estadual que permita que o credor da fazenda estadual utilize crédito em precatório para a aquisição de imóvel público do respectivo ente federado.,OBS.: Será constitucional lei estadual que permita que o credor da fazenda estadual utilize crédito em precatório para a aquisição de imóvel público do respectivo ente federado.,"cf88,3,14,20,,101,756,,",questao
1554,"OBS.: O Supremo Tribunal Federal (STF) compõe-se de onze ministros, QUE GOZAM DA VITALICIEDADE, entre CIDADÃOS de notável saber jurídico e reputação ilibada, os quais devem ser maiores de trinta anos de idade e menores de sessenta e cinco anos de idade, bem como nomeados pelo presidente da República, após a aprovação da maioria ABSOLUTA do Senado Federal.","OBS.: O Supremo Tribunal Federal (STF) compõe-se de onze ministros, QUE GOZAM DA VITALICIEDADE, entre CIDADÃOS de notável saber jurídico e reputação ilibada, os quais devem ser maiores de trinta anos de idade e menores de sessenta e cinco anos de idade, bem como nomeados pelo presidente da República, após a aprovação da maioria ABSOLUTA do Senado Federal.","cf88,3,14,21,,102,,,",questao
1559,OBS.: É INCABIVEL ação rescisória contra decisão proferida em ação direta de inconstitucionalidade após o trânsito em julgado da decisão.,OBS.: É INCABIVEL ação rescisória contra decisão proferida em ação direta de inconstitucionalidade após o trânsito em julgado da decisão.,"cf88,3,14,21,,103,767,216,",questao
1560,OBS.: Constitui modalidade de controle preventivo e CONCRETO a admissão de mandado de segurança impetrado por parlamentar contra as Mesas do Congresso Nacional com a finalidade de impedir a prática de atos incompatíveis com o devido processo legislativo.,OBS.: Constitui modalidade de controle preventivo e CONCRETO a admissão de mandado de segurança impetrado por parlamentar contra as Mesas do Congresso Nacional com a finalidade de impedir a prática de atos incompatíveis com o devido processo legislativo.,"cf88,3,14,21,,103,767,216,",questao
1561,OBS.: A decisão da turma recursal do juizado especial pode ser impugnada por recurso extraordinário quando violar norma expressa da CF.,OBS.: A decisão da turma recursal do juizado especial pode ser impugnada por recurso extraordinário quando violar norma expressa da CF.,"cf88,3,14,21,,103,767,216,",questao
1562,OBS.: As convenções coletivas de trabalho NÃO ensejam controle por meio de ação direta de inconstitucionalidade.,OBS.: As convenções coletivas de trabalho NÃO ensejam controle por meio de ação direta de inconstitucionalidade.,"cf88,3,14,21,,103,767,216,",questao
1563,OBS.: Os tribunais estaduais e do Distrito Federal NÃO têm competência para julgar ação direta de inconstitucionalidade de lei ou ato normativo estadual em face da CF.,OBS.: Os tribunais estaduais e do Distrito Federal NÃO têm competência para julgar ação direta de inconstitucionalidade de lei ou ato normativo estadual em face da CF.,"cf88,3,14,21,,103,767,216,",questao
1564,"OBS.: A CF prevê que o controle concentrado de constitucionalidade no STF será feito exclusivamente por meio da Ação Direta de Inconstitucionalidade (ADI), por ação e por omissão, e da Ação Declaratória de Constitucionalidade (ADC), AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO E ARGUIÇÃO DE DESCUMPRIMENTO FUNDAMENTAL.","OBS.: A CF prevê que o controle concentrado de constitucionalidade no STF será feito exclusivamente por meio da Ação Direta de Inconstitucionalidade (ADI), por ação e por omissão, e da Ação Declaratória de Constitucionalidade (ADC), AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO E ARGUIÇÃO DE DESCUMPRIMENTO FUNDAMENTAL.","cf88,3,14,21,,103,767,216,",questao
1565,OBS.: O TSE NÃO tem competência para exercer o controle concentrado de constitucionalidade em face da CF.,OBS.: O TSE NÃO tem competência para exercer o controle concentrado de constitucionalidade em face da CF.,"cf88,3,14,21,,103,767,216,",questao
1566,"OBS.: A petição inicial da ação direta de inconstitucionalidade deve indicar o dispositivo da lei ou do ato normativo questionado, os fundamentos jurídicos do pedido, NÃO PRECISA DEMONSTRAR a existência de controvérsia judicial relevante acerca da aplicação da disposição objeto da ação, ISTO SO É NECESSÁRIO PARA A ADC.","OBS.: A petição inicial da ação direta de inconstitucionalidade deve indicar o dispositivo da lei ou do ato normativo questionado, os fundamentos jurídicos do pedido, NÃO PRECISA DEMONSTRAR a existência de controvérsia judicial relevante acerca da aplicação da disposição objeto da ação, ISTO SO É NECESSÁRIO PARA A ADC.","cf88,3,14,21,,103,767,216,",questao
1567,"OBS.: Caso julgue improcedente a declaração de inconstitucionalidade de uma lei federal em face da CF, sob o argumento de que há uma interpretação na qual aquela lei está em conformidade com a constituição, o STF aplicará a técnica de interpretação CONFORME A CONSTITUIÇÃO.","OBS.: Caso julgue improcedente a declaração de inconstitucionalidade de uma lei federal em face da CF, sob o argumento de que há uma interpretação na qual aquela lei está em conformidade com a constituição, o STF aplicará a técnica de interpretação CONFORME A CONSTITUIÇÃO.","cf88,3,14,21,,103,767,216,",questao
1568,"OBS.: Caso o STF declare, de forma incidental, no julgamento de um recurso extraordinário, que um artigo de determinada lei federal é inconstitucional, nesse caso, tendo em vista razões de segurança jurídica ou de excepcional interesse social, poderá o STF, por maioria de dois terços de seus membros, restringir os efeitos daquela decisão ou decidir que ela só tenha eficácia a partir de seu trânsito em julgado ou de outro momento que venha a ser fixado.","OBS.: Caso o STF declare, de forma incidental, no julgamento de um recurso extraordinário, que um artigo de determinada lei federal é inconstitucional, nesse caso, tendo em vista razões de segurança jurídica ou de excepcional interesse social, poderá o STF, por maioria de dois terços de seus membros, restringir os efeitos daquela decisão ou decidir que ela só tenha eficácia a partir de seu trânsito em julgado ou de outro momento que venha a ser fixado.","cf88,3,14,21,,103,767,216,",questao
1569,"OBS.: Os efeitos da decisão procedente de uma ação direta de inconstitucionalidade são ex tunc e erga omnes, SE admitindo exceções à regra legalmente instituída.","OBS.: Os efeitos da decisão procedente de uma ação direta de inconstitucionalidade são ex tunc e erga omnes, SE admitindo exceções à regra legalmente instituída.","cf88,3,14,21,,103,767,216,",questao
1570,"OBS.: Ao julgar procedente uma ação direta de inconstitucionalidade, o STF poderá, por maioria de dois terços de seus membros, realizar a modulação dos efeitos da declaração de inconstitucionalidade.","OBS.: Ao julgar procedente uma ação direta de inconstitucionalidade, o STF poderá, por maioria de dois terços de seus membros, realizar a modulação dos efeitos da declaração de inconstitucionalidade.","cf88,3,14,21,,103,767,216,",questao
1571,"OBS.: Resolução administrativa de tribunal PODE ser objeto de ação direta de inconstitucionalidade, por não constituir ato normativo.","OBS.: Resolução administrativa de tribunal PODE ser objeto de ação direta de inconstitucionalidade, por não constituir ato normativo.","cf88,3,14,21,,103,767,216,",questao
1572,"OBS.: Pela teoria da inconstitucionalidade por reverberação normativa, a norma dependente daquela declarada inconstitucional em processo anterior também estará eivada do vício da inconstitucionalidade, haja vista a relação de instrumentalidade existente entre elas.","OBS.: Pela teoria da inconstitucionalidade por reverberação normativa, a norma dependente daquela declarada inconstitucional em processo anterior também estará eivada do vício da inconstitucionalidade, haja vista a relação de instrumentalidade existente entre elas.","cf88,3,14,21,,103,767,216,",questao
1573,"OBS.: Por afrontar diretamente disposição constitucional, lei estadual recente, que estabeleça requisitos mais simplificados para a regularização de empresas de pequeno porte constituídas sob as leis brasileiras e com sede e administração no país pode ser impugnada perante o Supremo Tribunal Federal por meio de AÇÃO DIRETA DE INCONSTITUCIONALIDADE.","OBS.: Por afrontar diretamente disposição constitucional, lei estadual recente, que estabeleça requisitos mais simplificados para a regularização de empresas de pequeno porte constituídas sob as leis brasileiras e com sede e administração no país pode ser impugnada perante o Supremo Tribunal Federal por meio de AÇÃO DIRETA DE INCONSTITUCIONALIDADE.","cf88,3,14,21,,103,767,216,",questao
1574,"OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF.  A constitucionalidade da referida lei pode ser impugnada tanto pela via difusa como pela via concentrada de constitucionalidade.","OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF.  A constitucionalidade da referida lei pode ser impugnada tanto pela via difusa como pela via concentrada de constitucionalidade.","cf88,3,14,21,,103,767,216,",questao
1575,"OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF. Eventual ação declaratória de constitucionalidade tendo por objeto a referida lei  NÃO NECESSITA PARA ser ajuizada DE PRÉVIA existência de controvérsia judicial sobre sua constitucionalidade.","OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF. Eventual ação declaratória de constitucionalidade tendo por objeto a referida lei  NÃO NECESSITA PARA ser ajuizada DE PRÉVIA existência de controvérsia judicial sobre sua constitucionalidade.","cf88,3,14,21,,103,767,216,",questao
1576,"OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF.  A lei citada PODERIA ser objeto de ação de controle concentrado de constitucionalidade, por ser ato estatal de efeito concreto.","OBS.: Considerando que determinado estado da Federação tenha editado, em 1º/2/2013, lei regulamentando a atividade de transporte de bagagens nos terminais rodoviários do estado, assinale a opção correta conforme a jurisprudência do STF.  A lei citada PODERIA ser objeto de ação de controle concentrado de constitucionalidade, por ser ato estatal de efeito concreto.","cf88,3,14,21,,103,767,216,",questao
1577,OBS.: Constitui requisito da petição inicial da ação declaratória de constitucionalidade a indicação da existência de controvérsia judicial relevante sobre a aplicação da disposição objeto da ação declaratória. Essa controvérsia NÃO FICA caracterizada pela demonstração do simples desacordo entre os tribunais acerca da aplicação da norma.,OBS.: Constitui requisito da petição inicial da ação declaratória de constitucionalidade a indicação da existência de controvérsia judicial relevante sobre a aplicação da disposição objeto da ação declaratória. Essa controvérsia NÃO FICA caracterizada pela demonstração do simples desacordo entre os tribunais acerca da aplicação da norma.,"cf88,3,14,21,,103,767,216,",questao
1578,"OBS.: O STF declarou a inconstitucionalidade da interpretação da norma que proíbe a realização de aborto na hipótese de gravidez de feto anencefálico, diante da omissão de dispositivos penais quanto àquela situação. Essa decisão visou garantir a compatibilidade da lei com os princípios e direitos fundamentais previstos na CF. De acordo com a doutrina pertinente, nesse caso, o julgamento do STF constituiu sentença ou decisão interpretativa de REPÚDIO.","OBS.: O STF declarou a inconstitucionalidade da interpretação da norma que proíbe a realização de aborto na hipótese de gravidez de feto anencefálico, diante da omissão de dispositivos penais quanto àquela situação. Essa decisão visou garantir a compatibilidade da lei com os princípios e direitos fundamentais previstos na CF. De acordo com a doutrina pertinente, nesse caso, o julgamento do STF constituiu sentença ou decisão interpretativa de REPÚDIO.","cf88,3,14,21,,103,767,216,",questao
1579,"OBS.: Ao afirmar que a aplicação de uma norma a determinada hipótese fática é inconstitucional, o STF se utiliza da técnica de decisão denominada declaração de inconstitucionalidade sem redução do texto.","OBS.: Ao afirmar que a aplicação de uma norma a determinada hipótese fática é inconstitucional, o STF se utiliza da técnica de decisão denominada declaração de inconstitucionalidade sem redução do texto.","cf88,3,14,21,,103,767,216,",questao
1580,"OBS.: Se a inconstitucionalidade de uma norma atinge outra, tem-se a denominada inconstitucionalidade consequencial ou por arrastamento.","OBS.: Se a inconstitucionalidade de uma norma atinge outra, tem-se a denominada inconstitucionalidade consequencial ou por arrastamento.","cf88,3,14,21,,103,767,216,",questao
1581,"OBS.: NÃO É possível o controle abstrato de constitucionalidade de leis ou atos normativos municipais em face da lei orgânica municipal, OCORRE CONTROLE DE LEGALIDADE NESTES CASOS.","OBS.: NÃO É possível o controle abstrato de constitucionalidade de leis ou atos normativos municipais em face da lei orgânica municipal, OCORRE CONTROLE DE LEGALIDADE NESTES CASOS.","cf88,3,14,21,,103,767,216,",questao
1583,"OBS.: Caso o procurador-geral da República cometa homicídio qualificado, ele deverá ser processado e julgado por esse crime perante o STF.","OBS.: Caso o procurador-geral da República cometa homicídio qualificado, ele deverá ser processado e julgado por esse crime perante o STF.","cf88,3,14,21,,103,767,217,",questao
1584,"OBS.: É prerrogativa processual do procurador-geral da República ser processado e julgado, nos crimes comuns, pelo Supremo Tribunal Federal.","OBS.: É prerrogativa processual do procurador-geral da República ser processado e julgado, nos crimes comuns, pelo Supremo Tribunal Federal.","cf88,3,14,21,,103,767,217,",questao
1585,"OBS.: O Procurador-Geral da República é processado e julgado originariamente pelo Supremo Tribunal Federal nas infrações penais comuns, e nos crimes de responsabilidade PELO SENADO.","OBS.: O Procurador-Geral da República é processado e julgado originariamente pelo Supremo Tribunal Federal nas infrações penais comuns, e nos crimes de responsabilidade PELO SENADO.","cf88,3,14,21,,103,767,217,",questao
1588,"OBS.: O STF NÃO é competente para processar e julgar mandado de segurança impetrado contra ato de órgão colegiado do Ministério Público da União, presidido pelo procurador-geral da República.","OBS.: O STF NÃO é competente para processar e julgar mandado de segurança impetrado contra ato de órgão colegiado do Ministério Público da União, presidido pelo procurador-geral da República.","cf88,3,14,21,,103,767,219,",questao
1589,OBS.: O SUPREMO TRIBUNAL FEDERAL tem competência originária para julgar ação de mandado de segurança contra ato ou decisão do plenário do TCU.,OBS.: O SUPREMO TRIBUNAL FEDERAL tem competência originária para julgar ação de mandado de segurança contra ato ou decisão do plenário do TCU.,"cf88,3,14,21,,103,767,219,",questao
1601,OBS.: É admitida medida cautelar em ação direta de inconstitucionalidade por omissão ajuizada perante o STF.,OBS.: É admitida medida cautelar em ação direta de inconstitucionalidade por omissão ajuizada perante o STF.,"cf88,3,14,21,,103,767,230,",questao
1602,"OBS.: A concessão da medida cautelar, na ação direta de inconstitucionalidade, torna aplicável a legislação anterior acaso existente, salvo expressa manifestação em sentido contrário.","OBS.: A concessão da medida cautelar, na ação direta de inconstitucionalidade, torna aplicável a legislação anterior acaso existente, salvo expressa manifestação em sentido contrário.","cf88,3,14,21,,103,767,230,",questao
1603,OBS.: A CF NÃO estabelece a possibilidade de deferimento de medida cautelar em ação direta de inconstitucionalidade interventiva federal (APESAR DE SER POSSIVEL).,OBS.: A CF NÃO estabelece a possibilidade de deferimento de medida cautelar em ação direta de inconstitucionalidade interventiva federal (APESAR DE SER POSSIVEL).,"cf88,3,14,21,,103,767,230,",questao
1604,"OBS.: Segundo o STF, na ação direta de inconstitucionalidade genérica, é cabível a concessão de medida cautelar que suspenda a vigência da lei ou do ato normativo arguido como inconstitucional, assim como é viável a concessão de medida liminar na ação declaratória de constitucionalidade; em ambas as ações, tal concessão tem efeito vinculante.","OBS.: Segundo o STF, na ação direta de inconstitucionalidade genérica, é cabível a concessão de medida cautelar que suspenda a vigência da lei ou do ato normativo arguido como inconstitucional, assim como é viável a concessão de medida liminar na ação declaratória de constitucionalidade; em ambas as ações, tal concessão tem efeito vinculante.","cf88,3,14,21,,103,767,230,",questao
1605,"OBS.: A ação declaratória de constitucionalidade ADMITE a concessão de medida cautelar, sob pena de afronta ao princípio da presunção de constitucionalidade das leis e atos normativos.","OBS.: A ação declaratória de constitucionalidade ADMITE a concessão de medida cautelar, sob pena de afronta ao princípio da presunção de constitucionalidade das leis e atos normativos.","cf88,3,14,21,,103,767,230,",questao
1606,OBS.: É possível se formular pedido cautelar em ação direta de inconstitucionalidade.,OBS.: É possível se formular pedido cautelar em ação direta de inconstitucionalidade.,"cf88,3,14,21,,103,767,230,",questao
1609,"OBS.: O Conselho Nacional de Justiça (CNJ) julgou ilegal portaria editada por tribunal de justiça que estabelecera horário de atendimento a advogados. Não concordando com o teor da decisão do conselho e considerando-a uma afronta à autonomia administrativa dos tribunais de justiça, o presidente do tribunal recomendou aos demais membros da corte pela impetração de mandado de segurança no Supremo Tribunal Federal (STF). Nessa situação, a recomendação de impetrar mandado de segurança está correta, uma vez que compete ao STF processar e julgar originariamente as ações contra o CNJ.","OBS.: O Conselho Nacional de Justiça (CNJ) julgou ilegal portaria editada por tribunal de justiça que estabelecera horário de atendimento a advogados. Não concordando com o teor da decisão do conselho e considerando-a uma afronta à autonomia administrativa dos tribunais de justiça, o presidente do tribunal recomendou aos demais membros da corte pela impetração de mandado de segurança no Supremo Tribunal Federal (STF). Nessa situação, a recomendação de impetrar mandado de segurança está correta, uma vez que compete ao STF processar e julgar originariamente as ações contra o CNJ.","cf88,3,14,21,,103,767,232,",questao
1615,"OBS.: No controle de constitucionalidade por via de exceção, a inconstitucionalidade não diz respeito diretamente ao objeto principal da lide, mas, sim, à questão prévia, tida como indispensável ao julgamento de mérito. Em razão disso, a decisão tem efeito inter partes, já que o ato normativo ou a lei permanecem válidos e com força obrigatória em relação a terceiros.","OBS.: No controle de constitucionalidade por via de exceção, a inconstitucionalidade não diz respeito diretamente ao objeto principal da lide, mas, sim, à questão prévia, tida como indispensável ao julgamento de mérito. Em razão disso, a decisão tem efeito inter partes, já que o ato normativo ou a lei permanecem válidos e com força obrigatória em relação a terceiros.","cf88,3,14,21,,103,769,235,",questao
1620,"OBS.: A arguição de descumprimento de preceito fundamental é instrumento de controle concentrado de constitucionalidade que possui caráter subsidiário ou residual, só podendo ser utilizada quando não houver qualquer outro meio eficaz de sanar a lesividade.","OBS.: A arguição de descumprimento de preceito fundamental é instrumento de controle concentrado de constitucionalidade que possui caráter subsidiário ou residual, só podendo ser utilizada quando não houver qualquer outro meio eficaz de sanar a lesividade.","cf88,3,14,21,,103,770,,",questao
1621,"OBS.: Embora seja ação típica do modelo concentrado, a arguição de descumprimento de preceito fundamental se presta, entre outros fins, ao controle concreto de constitucionalidade.","OBS.: Embora seja ação típica do modelo concentrado, a arguição de descumprimento de preceito fundamental se presta, entre outros fins, ao controle concreto de constitucionalidade.","cf88,3,14,21,,103,770,,",questao
1623,"OBS.: As decisões em ação declaratória de constitucionalidade têm eficácia erga omnes e efeito vinculante relativamente aos demais órgãos do Poder Judiciário e à administração pública direta e indireta, nas esferas federal, estadual e municipal.","OBS.: As decisões em ação declaratória de constitucionalidade têm eficácia erga omnes e efeito vinculante relativamente aos demais órgãos do Poder Judiciário e à administração pública direta e indireta, nas esferas federal, estadual e municipal.","cf88,3,14,21,,103,771,,",questao
1624,"OBS.: Os efeitos da declaração de inconstitucionalidade em controle de constitucionalidade difuso no âmbito do tribunal de justiça são INTER PARTES e ex TUNC, AO CONTRÁRIO DOS efeitos de declaração de inconstitucionalidade de lei em controle difuso no âmbito do STF.","OBS.: Os efeitos da declaração de inconstitucionalidade em controle de constitucionalidade difuso no âmbito do tribunal de justiça são INTER PARTES e ex TUNC, AO CONTRÁRIO DOS efeitos de declaração de inconstitucionalidade de lei em controle difuso no âmbito do STF.","cf88,3,14,21,,103,771,,",questao
1626,OBS.: A análise da repercussão geral é de competência exclusiva do STF.,OBS.: A análise da repercussão geral é de competência exclusiva do STF.,"cf88,3,14,21,,103,772,,",questao
1628,OBS.: O advogado-geral da União NÃO tem legitimidade para ajuizar ADPF.,OBS.: O advogado-geral da União NÃO tem legitimidade para ajuizar ADPF.,"cf88,3,14,21,,104,,,",questao
1629,OBS.: Prefeito municipal NÃO é parte legítima para ingressar com arguição de descumprimento de preceito fundamental perante o Supremo Tribunal Federal (STF).,OBS.: Prefeito municipal NÃO é parte legítima para ingressar com arguição de descumprimento de preceito fundamental perante o Supremo Tribunal Federal (STF).,"cf88,3,14,21,,104,,,",questao
1630,OBS.: A ação direta de inconstitucionalidade por omissão pode ser proposta pelos mesmos legitimados à propositura da ação direta de inconstitucionalidade genérica e da ação declaratória de constitucionalidade.,OBS.: A ação direta de inconstitucionalidade por omissão pode ser proposta pelos mesmos legitimados à propositura da ação direta de inconstitucionalidade genérica e da ação declaratória de constitucionalidade.,"cf88,3,14,21,,104,,,",questao
1631,OBS.: Qualquer pessoa lesada ou ameaçada por ato do poder público NÃO pode propor arguição de descumprimento de preceito fundamental.,OBS.: Qualquer pessoa lesada ou ameaçada por ato do poder público NÃO pode propor arguição de descumprimento de preceito fundamental.,"cf88,3,14,21,,104,,,",questao
1632,OBS.: O cidadão interessado NÃO pode propor ADPF.,OBS.: O cidadão interessado NÃO pode propor ADPF.,"cf88,3,14,21,,104,,,",questao
1637,"OBS.: Ação direta de inconstitucionalidade e ação declaratória de constitucionalidade podem ser propostas, entre outros, pelo presidente da República, PELA MESA do Senado Federal, PELA MESA da Câmara dos Deputados e pelo procurador-geral da República.","OBS.: Ação direta de inconstitucionalidade e ação declaratória de constitucionalidade podem ser propostas, entre outros, pelo presidente da República, PELA MESA do Senado Federal, PELA MESA da Câmara dos Deputados e pelo procurador-geral da República.","cf88,3,14,21,,104,776,,",questao
