,Unnamed: 0,original,Texto,endereço,tipo,resultado,pre
1254,1798,"II os demais dentre juízes dos Tribunais Regionais do Trabalho, oriundos da magistratura da carreira, indicados pelo próprio Tribunal Superior.           (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 111-A. O Tribunal Superior do Trabalho compor-se-á de vinte e sete Ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo Presidente da República após aprovação pela maioria absoluta do Senado Federal, sendo:            (Redação dada pela Emenda Constitucional nº 92, de 2016)II os demais dentre juízes dos Tribunais Regionais do Trabalho, oriundos da magistratura da carreira, indicados pelo próprio Tribunal Superior.           (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,846,,",art-inciso,1254,"art. 111a. o tribunal superior do trabalho comporseá de vinte e sete ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo presidente da república após aprovação pela maioria absoluta do senado federal, sendo:            os demais dentre juízes dos tribunais regionais do trabalho, oriundos da magistratura da carreira, indicados pelo próprio tribunal superior.           "
1255,1800,"§ 1º A lei disporá sobre a competência do Tribunal Superior do Trabalho.            (Incluído pela Emenda Constitucional nº 45, de 2004)","§ 1º A lei disporá sobre a competência do Tribunal Superior do Trabalho.            (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,847,,",par,1255,§ 1º a lei disporá sobre a competência do tribunal superior do trabalho.            
1256,1801,"§ 2º Funcionarão junto ao Tribunal Superior do Trabalho:          (Incluído pela Emenda Constitucional nº 45, de 2004)","§ 2º Funcionarão junto ao Tribunal Superior do Trabalho:          (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,848,,",par,1256,§ 2º funcionarão junto ao tribunal superior do trabalho:          
1257,1802,"I a Escola Nacional de Formação e Aperfeiçoamento de Magistrados do Trabalho, cabendo-lhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira;         (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 111-A. O Tribunal Superior do Trabalho compor-se-á de vinte e sete Ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo Presidente da República após aprovação pela maioria absoluta do Senado Federal, sendo:            (Redação dada pela Emenda Constitucional nº 92, de 2016)§ 2º Funcionarão junto ao Tribunal Superior do Trabalho:          (Incluído pela Emenda Constitucional nº 45, de 2004)I a Escola Nacional de Formação e Aperfeiçoamento de Magistrados do Trabalho, cabendo-lhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira;         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,848,273,",art-parag-inciso,1257,"art. 111a. o tribunal superior do trabalho comporseá de vinte e sete ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo presidente da república após aprovação pela maioria absoluta do senado federal, sendo:            § 2º funcionarão junto ao tribunal superior do trabalho:          a escola nacional de formação e aperfeiçoamento de magistrados do trabalho, cabendolhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira;         "
1258,1803,"II o Conselho Superior da Justiça do Trabalho, cabendo-lhe exercer, na forma da lei, a supervisão administrativa, orçamentária, financeira e patrimonial da Justiça do Trabalho de primeiro e segundo graus, como órgão central do sistema, cujas decisões terão efeito vinculante.         (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 111-A. O Tribunal Superior do Trabalho compor-se-á de vinte e sete Ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo Presidente da República após aprovação pela maioria absoluta do Senado Federal, sendo:            (Redação dada pela Emenda Constitucional nº 92, de 2016)§ 2º Funcionarão junto ao Tribunal Superior do Trabalho:          (Incluído pela Emenda Constitucional nº 45, de 2004)II o Conselho Superior da Justiça do Trabalho, cabendo-lhe exercer, na forma da lei, a supervisão administrativa, orçamentária, financeira e patrimonial da Justiça do Trabalho de primeiro e segundo graus, como órgão central do sistema, cujas decisões terão efeito vinculante.         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,848,274,",art-parag-inciso,1258,"art. 111a. o tribunal superior do trabalho comporseá de vinte e sete ministros, escolhidos dentre brasileiros com mais de trinta e cinco anos e menos de sessenta e cinco anos, de notável saber jurídico e reputação ilibada, nomeados pelo presidente da república após aprovação pela maioria absoluta do senado federal, sendo:            § 2º funcionarão junto ao tribunal superior do trabalho:          o conselho superior da justiça do trabalho, cabendolhe exercer, na forma da lei, a supervisão administrativa, orçamentária, financeira e patrimonial da justiça do trabalho de primeiro e segundo graus, como órgão central do sistema, cujas decisões terão efeito vinculante.         "
1259,1804,"§ 3º  Compete ao Tribunal Superior do Trabalho processar e julgar, originariamente, a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões.            (Incluído pela Emenda Constitucional nº 92, de 2016)","§ 3º  Compete ao Tribunal Superior do Trabalho processar e julgar, originariamente, a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões.            (Incluído pela Emenda Constitucional nº 92, de 2016)","cf88,3,14,24,,115,849,,",par,1259,"§ 3º  compete ao tribunal superior do trabalho processar e julgar, originariamente, a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões.            "
1260,1805,"Art. 112. A lei criará varas da Justiça do Trabalho, podendo, nas comarcas não abrangidas por sua jurisdição, atribuí-la aos juízes de direito, com recurso para o respectivo Tribunal Regional do T rabalho.             (Redação dada pela Emenda Constitucional nº 45, de 2004)","Art. 112. A lei criará varas da Justiça do Trabalho, podendo, nas comarcas não abrangidas por sua jurisdição, atribuí-la aos juízes de direito, com recurso para o respectivo Tribunal Regional do T rabalho.             (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,116,,,",art,1260,"art. 112. a lei criará varas da justiça do trabalho, podendo, nas comarcas não abrangidas por sua jurisdição, atribuíla aos juízes de direito, com recurso para o respectivo tribunal regional do t rabalho.             "
1261,1806,"Art. 113. A lei disporá sobre a constituição, investidura, jurisdição, competência, garantias e condições de exercício dos órgãos da Justiça do Trabalho.          (Redação dada pela Emenda Constitucional nº 24, de 1999)","Art. 113. A lei disporá sobre a constituição, investidura, jurisdição, competência, garantias e condições de exercício dos órgãos da Justiça do Trabalho.          (Redação dada pela Emenda Constitucional nº 24, de 1999)","cf88,3,14,24,,117,,,",art,1261,"art. 113. a lei disporá sobre a constituição, investidura, jurisdição, competência, garantias e condições de exercício dos órgãos da justiça do trabalho.          "
1262,1807,"Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,,,",art,1262,art. 114. compete à justiça do trabalho processar e julgar:            
1263,1808,"I as ações oriundas da relação de trabalho, abrangidos os entes de direito público externo e da administração pública direta e indireta da União, dos Estados, do Distrito Federal e dos Municípios;            (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)I as ações oriundas da relação de trabalho, abrangidos os entes de direito público externo e da administração pública direta e indireta da União, dos Estados, do Distrito Federal e dos Municípios;            (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,850,,",art-inciso,1263,"art. 114. compete à justiça do trabalho processar e julgar:            as ações oriundas da relação de trabalho, abrangidos os entes de direito público externo e da administração pública direta e indireta da união, dos estados, do distrito federal e dos municípios;            "
1264,1812,"II as ações que envolvam exercício do direito de greve;           (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)II as ações que envolvam exercício do direito de greve;           (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,851,,",art-inciso,1264,art. 114. compete à justiça do trabalho processar e julgar:            as ações que envolvam exercício do direito de greve;           
1265,1815,"III as ações sobre representação sindical, entre sindicatos, entre sindicatos e trabalhadores, e entre sindicatos e empregadores;           (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)III as ações sobre representação sindical, entre sindicatos, entre sindicatos e trabalhadores, e entre sindicatos e empregadores;           (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,852,,",art-inciso,1265,"art. 114. compete à justiça do trabalho processar e julgar:            as ações sobre representação sindical, entre sindicatos, entre sindicatos e trabalhadores, e entre sindicatos e empregadores;           "
1266,1816,"IV os mandados de segurança, habeas corpus e habeas data , quando o ato questionado envolver matéria sujeita à sua jurisdição;          (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)IV os mandados de segurança, habeas corpus e habeas data , quando o ato questionado envolver matéria sujeita à sua jurisdição;          (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,853,,",art-inciso,1266,"art. 114. compete à justiça do trabalho processar e julgar:            os mandados de segurança, habeas corpus e habeas data , quando o ato questionado envolver matéria sujeita à sua jurisdição;          "
1267,1817,"V os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado o disposto no art. 102, I, o;        (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)V os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado o disposto no art. 102, I, o;        (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,854,,",art-inciso,1267,"art. 114. compete à justiça do trabalho processar e julgar:            os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado o disposto no art. 102, i, o;        "
1268,1818,"VI as ações de indenização por dano moral ou patrimonial, decorrentes da relação de trabalho;        (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)VI as ações de indenização por dano moral ou patrimonial, decorrentes da relação de trabalho;        (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,855,,",art-inciso,1268,"art. 114. compete à justiça do trabalho processar e julgar:            as ações de indenização por dano moral ou patrimonial, decorrentes da relação de trabalho;        "
1269,1819,"VII as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho;         (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)VII as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho;         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,856,,",art-inciso,1269,art. 114. compete à justiça do trabalho processar e julgar:            as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho;         
1270,1821,"VIII a execução, de ofício, das contribuições sociais previstas no art. 195, I, a , e II, e seus acréscimos legais, decorrentes das sentenças que proferir;         (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)VIII a execução, de ofício, das contribuições sociais previstas no art. 195, I, a , e II, e seus acréscimos legais, decorrentes das sentenças que proferir;         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,857,,",art-inciso,1270,"art. 114. compete à justiça do trabalho processar e julgar:            a execução, de ofício, das contribuições sociais previstas no art. 195, i, a , e , e seus acréscimos legais, decorrentes das sentenças que proferir;         "
1271,1822,"IX outras controvérsias decorrentes da relação de trabalho, na forma da lei.          (Incluído pela Emenda Constitucional nº 45, de 2004)","Art. 114. Compete à Justiça do Trabalho processar e julgar:            (Redação dada pela Emenda Constitucional nº 45, de 2004)IX outras controvérsias decorrentes da relação de trabalho, na forma da lei.          (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,858,,",art-inciso,1271,"art. 114. compete à justiça do trabalho processar e julgar:            outras controvérsias decorrentes da relação de trabalho, na forma da lei.          "
1272,1823,"§ 1º Frustrada a negociação coletiva, as partes poderão eleger árbitros.","§ 1º Frustrada a negociação coletiva, as partes poderão eleger árbitros.","cf88,3,14,24,,118,859,,",par,1272,"§ 1º frustrada a negociação coletiva, as partes poderão eleger árbitros."
1273,1824,"§ 2º Recusando-se qualquer das partes à negociação coletiva ou à arbitragem, é facultado às mesmas, de comum acordo, ajuizar dissídio coletivo de natureza econômica, podendo a Justiça do Trabalho decidir o conflito, respeitadas as disposições mínimas legais de proteção ao trabalho, bem como as convencionadas anteriormente.             (Redação dada pela Emenda Constitucional nº 45, de 2004)","§ 2º Recusando-se qualquer das partes à negociação coletiva ou à arbitragem, é facultado às mesmas, de comum acordo, ajuizar dissídio coletivo de natureza econômica, podendo a Justiça do Trabalho decidir o conflito, respeitadas as disposições mínimas legais de proteção ao trabalho, bem como as convencionadas anteriormente.             (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,860,,",par,1273,"§ 2º recusandose qualquer das partes à negociação coletiva ou à arbitragem, é facultado às mesmas, de comum acordo, ajuizar dissídio coletivo de natureza econômica, podendo a justiça do trabalho decidir o conflito, respeitadas as disposições mínimas legais de proteção ao trabalho, bem como as convencionadas anteriormente.             "
1274,1825,"§ 3º Em caso de greve em atividade essencial, com possibilidade de lesão do interesse público, o Ministério Público do Trabalho poderá ajuizar dissídio coletivo, competindo à Justiça do Trabalho decidir o conflito.         (Redação dada pela Emenda Constitucional nº 45, de 2004)","§ 3º Em caso de greve em atividade essencial, com possibilidade de lesão do interesse público, o Ministério Público do Trabalho poderá ajuizar dissídio coletivo, competindo à Justiça do Trabalho decidir o conflito.         (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,118,861,,",par,1274,"§ 3º em caso de greve em atividade essencial, com possibilidade de lesão do interesse público, o ministério público do trabalho poderá ajuizar dissídio coletivo, competindo à justiça do trabalho decidir o conflito.         "
1275,1827,"Art. 115. Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: (Redação dada pela Emenda Constitucional nº 45, de 2004)","Art. 115. Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,119,,,",art,1275,"art. 115. os tribunais regionais do trabalho compõemse de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo presidente da república dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: "
1276,1829,"I um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo exercício, observado o disposto no art. 94;         (Redação dada pela Emenda Constitucional nº 45, de 2004)","Art. 115. Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: (Redação dada pela Emenda Constitucional nº 45, de 2004)I um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo exercício, observado o disposto no art. 94;         (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,119,862,,",art-inciso,1276,"art. 115. os tribunais regionais do trabalho compõemse de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo presidente da república dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do ministério público do trabalho com mais de dez anos de efetivo exercício, ervado o disposto no art. 94;         "
1277,1830,"II os demais, mediante promoção de juízes do trabalho por antigüidade e merecimento, alternadamente.          (Redação dada pela Emenda Constitucional nº 45, de 2004)","Art. 115. Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: (Redação dada pela Emenda Constitucional nº 45, de 2004)II os demais, mediante promoção de juízes do trabalho por antigüidade e merecimento, alternadamente.          (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,119,863,,",art-inciso,1277,"art. 115. os tribunais regionais do trabalho compõemse de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região, e nomeados pelo presidente da república dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: os demais, mediante promoção de juízes do trabalho por antigüidade e merecimento, alternadamente.          "
1278,1831,"§ 1º Os Tribunais Regionais do Trabalho instalarão a justiça itinerante, com a realização de audiências e demais funções de atividade jurisdicional, nos limites territoriais da respectiva jurisdição, servindo-se de equipamentos públicos e comunitários.           (Incluído pela Emenda Constitucional nº 45, de 2004)","§ 1º Os Tribunais Regionais do Trabalho instalarão a justiça itinerante, com a realização de audiências e demais funções de atividade jurisdicional, nos limites territoriais da respectiva jurisdição, servindo-se de equipamentos públicos e comunitários.           (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,119,864,,",par,1278,"§ 1º os tribunais regionais do trabalho instalarão a justiça itinerante, com a realização de audiências e demais funções de atividade jurisdicional, nos limites territoriais da respectiva jurisdição, servindose de equipamentos públicos e comunitários.           "
1279,1832,"§ 2º Os Tribunais Regionais do Trabalho poderão funcionar descentralizadamente, constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo.          (Incluído pela Emenda Constitucional nº 45, de 2004)","§ 2º Os Tribunais Regionais do Trabalho poderão funcionar descentralizadamente, constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo.          (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,119,865,,",par,1279,"§ 2º os tribunais regionais do trabalho poderão funcionar descentralizadamente, constituindo câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo.          "
1280,1833,"Art. 116. Nas Varas do Trabalho, a jurisdição será exercida por um juiz singular.          (Redação dada pela Emenda Constitucional nº 24, de 1999)","Art. 116. Nas Varas do Trabalho, a jurisdição será exercida por um juiz singular.          (Redação dada pela Emenda Constitucional nº 24, de 1999)","cf88,3,14,24,,120,,,",art,1280,"art. 116. nas varas do trabalho, a jurisdição será exercida por um juiz singular.          "
1281,1834,"Parágrafo único.          (Revogado pela Emenda Constitucional nº 24, de 1999)","Parágrafo único.          (Revogado pela Emenda Constitucional nº 24, de 1999)","cf88,3,14,24,,120,866,,",par,1281,".          (revogado pela emenda constitucional nº 24, de 1999)"
1282,1835,"Art. 117. e Parágrafo único.           (Revogados pela Emenda Constitucional nº 24, de 1999)","Art. 117. e Parágrafo único.           (Revogados pela Emenda Constitucional nº 24, de 1999)","cf88,3,14,24,,121,,,",art,1282,"art. 117. e .           (revogados pela emenda constitucional nº 24, de 1999)"
1283,1836,Art. 118. São órgãos da Justiça Eleitoral:,Art. 118. São órgãos da Justiça Eleitoral:,"cf88,3,14,25,,122,,,",art,1283,art. 118. são órgãos da justiça eleitoral:
1284,1837,I - o Tribunal Superior Eleitoral;,Art. 118. São órgãos da Justiça Eleitoral:I - o Tribunal Superior Eleitoral;,"cf88,3,14,25,,122,867,,",art-inciso,1284,art. 118. são órgãos da justiça eleitoral: o tribunal superior eleitoral;
1285,1838,II - os Tribunais Regionais Eleitorais;,Art. 118. São órgãos da Justiça Eleitoral:II - os Tribunais Regionais Eleitorais;,"cf88,3,14,25,,122,868,,",art-inciso,1285,art. 118. são órgãos da justiça eleitoral: os tribunais regionais eleitorais;
1286,1839,III - os Juízes Eleitorais;,Art. 118. São órgãos da Justiça Eleitoral:III - os Juízes Eleitorais;,"cf88,3,14,25,,122,869,,",art-inciso,1286,art. 118. são órgãos da justiça eleitoral: os juízes eleitorais;
1287,1840,IV - as Juntas Eleitorais.,Art. 118. São órgãos da Justiça Eleitoral:IV - as Juntas Eleitorais.,"cf88,3,14,25,,122,870,,",art-inciso,1287,art. 118. são órgãos da justiça eleitoral: as juntas eleitorais.
1288,1841,"Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:","Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:","cf88,3,14,25,,123,,,",art,1288,"art. 119. o tribunal superior eleitoral comporseá, no mínimo, de sete membros, escolhidos:"
1289,1842,"I - mediante eleição, pelo voto secreto:","Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:I - mediante eleição, pelo voto secreto:","cf88,3,14,25,,123,871,,",art-inciso,1289,"art. 119. o tribunal superior eleitoral comporseá, no mínimo, de sete membros, escolhidos: mediante eleição, pelo voto secreto:"
1290,1843,a) três juízes dentre os Ministros do Supremo Tribunal Federal;,"Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:I - mediante eleição, pelo voto secreto:a) três juízes dentre os Ministros do Supremo Tribunal Federal;","cf88,3,14,25,,123,871,275,",art-inciso-alinea,1290,"art. 119. o tribunal superior eleitoral comporseá, no mínimo, de sete membros, escolhidos: mediante eleição, pelo voto secreto:a) três juízes dentre os ministros do supremo tribunal federal;"
1291,1844,b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;,"Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:I - mediante eleição, pelo voto secreto:b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;","cf88,3,14,25,,123,871,276,",art-inciso-alinea,1291,"art. 119. o tribunal superior eleitoral comporseá, no mínimo, de sete membros, escolhidos: mediante eleição, pelo voto secreto:b) dois juízes dentre os ministros do superior tribunal de justiça;"
1292,1845,"II - por nomeação do Presidente da República, dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal.","Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, escolhidos:II - por nomeação do Presidente da República, dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal.","cf88,3,14,25,,123,872,,",art-inciso,1292,"art. 119. o tribunal superior eleitoral comporseá, no mínimo, de sete membros, escolhidos: por nomeação do presidente da república, dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo supremo tribunal federal."
1293,1846,"Parágrafo único. O Tribunal Superior Eleitoral elegerá seu Presidente e o Vice-Presidente dentre os Ministros do Supremo Tribunal Federal, e o Corregedor Eleitoral dentre os Ministros do Superior Tribunal de Justiça.","Parágrafo único. O Tribunal Superior Eleitoral elegerá seu Presidente e o Vice-Presidente dentre os Ministros do Supremo Tribunal Federal, e o Corregedor Eleitoral dentre os Ministros do Superior Tribunal de Justiça.","cf88,3,14,25,,123,873,,",par,1293,". o tribunal superior eleitoral elegerá seu presidente e o vicepresidente dentre os ministros do supremo tribunal federal, e o corregedor eleitoral dentre os ministros do superior tribunal de justiça."
1294,1847,Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.,Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.,"cf88,3,14,25,,124,,,",art,1294,art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.
1295,1848,§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:,§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:,"cf88,3,14,25,,124,874,,",par,1295,§ 1º  os tribunais regionais eleitorais comporseão:
1296,1849,"I - mediante eleição, pelo voto secreto:","Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:I - mediante eleição, pelo voto secreto:","cf88,3,14,25,,124,874,277,",art-parag-inciso,1296,"art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.§ 1º  os tribunais regionais eleitorais comporseão: mediante eleição, pelo voto secreto:"
1297,1850,a) de dois juízes dentre os desembargadores do Tribunal de Justiça;,"Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:I - mediante eleição, pelo voto secreto:a) de dois juízes dentre os desembargadores do Tribunal de Justiça;","cf88,3,14,25,,124,874,277,19",art-parag-inciso-alinea,1297,"art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.§ 1º  os tribunais regionais eleitorais comporseão: mediante eleição, pelo voto secreto:a) de dois juízes dentre os desembargadores do tribunal de justiça;"
1298,1851,"b) de dois juízes, dentre juízes de direito, escolhidos pelo Tribunal de Justiça;","Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:I - mediante eleição, pelo voto secreto:b) de dois juízes, dentre juízes de direito, escolhidos pelo Tribunal de Justiça;","cf88,3,14,25,,124,874,277,20",art-parag-inciso-alinea,1298,"art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.§ 1º  os tribunais regionais eleitorais comporseão: mediante eleição, pelo voto secreto:b) de dois juízes, dentre juízes de direito, escolhidos pelo tribunal de justiça;"
1299,1852,"II - de um juiz do Tribunal Regional Federal com sede na Capital do Estado ou no Distrito Federal, ou, não havendo, de juiz federal, escolhido, em qualquer caso, pelo Tribunal Regional Federal respectivo;","Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:II - de um juiz do Tribunal Regional Federal com sede na Capital do Estado ou no Distrito Federal, ou, não havendo, de juiz federal, escolhido, em qualquer caso, pelo Tribunal Regional Federal respectivo;","cf88,3,14,25,,124,874,278,",art-parag-inciso,1299,"art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.§ 1º  os tribunais regionais eleitorais comporseão: de um juiz do tribunal regional federal com sede na capital do estado ou no distrito federal, ou, não havendo, de juiz federal, escolhido, em qualquer caso, pelo tribunal regional federal respectivo;"
1300,1853,"III - por nomeação, pelo Presidente da República, de dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de Justiça.","Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.§ 1º - Os Tribunais Regionais Eleitorais compor-se-ão:III - por nomeação, pelo Presidente da República, de dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de Justiça.","cf88,3,14,25,,124,874,279,",art-parag-inciso,1300,"art. 120. haverá um tribunal regional eleitoral na capital de cada estado e no distrito federal.§ 1º  os tribunais regionais eleitorais comporseão: por nomeação, pelo presidente da república, de dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo tribunal de justiça."
