,Texto,pre
630,"  Para a fundação de sindicato, a lei poderá exigir autorização do Estado, sendo possível ao Poder Público realizar intervenção na organização sindical.","  para a fundação de sindicato, a lei poderá exigir autorização do estado, sendo possível ao poder público realizar intervenção na organização sindical."
631,"  É possível a redução de salário do trabalhador, desde que essa hipótese esteja disposta em convenção ou acordo coletivo.","  é possível a redução de salário do trabalhador, desde que essa hipótese esteja disposta em convenção ou acordo coletivo."
632,"  A expressão da atividade intelectual é livre, independentemente de censura ou licença.","  a expressão da atividade intelectual é livre, independentemente de censura ou licença."
633,"  Todos possuem o direito, mediante o pagamento de taxas, de obter certidões, em repartições públicas, para defesa de direitos e esclarecimento de situações de interesse pessoal.","  todos possuem o direito, mediante o pagamento de taxas, de obter certidões, em repartições públicas, para defesa de direitos e esclarecimento de situações de interesse pessoal."
634,"  Mesmo em caso de defesa da intimidade, a lei não poderá restringir a publicidade dos atos processuais, uma vez que o interesse público prevalece sobre o privado.","  mesmo em caso de defesa da intimidade, a lei não poderá restringir a publicidade dos atos processuais, uma vez que o interesse público prevalece sobre o privado."
635,"  O habeas data será concedido para retificação de dados, quando não se prefira fazê‐lo por processo sigiloso, judicial ou administrativo.","  o habeas data será concedido para retificação de dados, quando não se prefira fazê‐lo por processo sigiloso, judicial ou administrativo."
636,"  A ação popular poderá ser proposta por qualquer cidadão de boa‐fé que vise a anular ato lesivo ao meio ambiente, desde que este pague as custas judiciais.","  a ação popular poderá ser proposta por qualquer cidadão de boa‐fé que vise a anular ato lesivo ao meio ambiente, desde que este pague as custas judiciais."
637,"  Os Poderes Legislativo e Judiciário recebem seus recursos financeiros até o dia 20 de cada mês, na forma de duodécimos dos créditos orçamentários a eles consignados na lei orçamentária anual ou em crédito adicional.","  os poderes legislativo e judiciário recebem seus recursos financeiros até o dia 20 de cada mês, na forma de duodécimos dos créditos orçamentários a eles consignados na lei orçamentária anual ou em crédito adicional."
638,  A probidade no trato dos recursos públicos é uma forma qualificada de moralidade administrativa.,  a probidade no trato dos recursos públicos é uma forma qualificada de moralidade administrativa.
639,"  As interceptações telefônicas exigem decisão judicial que, nada obstante, poderá autorizar a escuta com base em indícios gerais, dispensando demonstração de conveniência e indispensabilidade.","  as interceptações telefônicas exigem decisão judicial que, nada tante, poderá autorizar a escuta com base em indícios gerais, dispensando demonstração de conveniência e indispensabilidade."
640,"  A inviolabilidade de comunicação é afastada no caso dos presidiários, que podem ter suas correspondências livremente analisadas por agentes públicos.","  a inviolabilidade de comunicação é afastada no caso dos presidiários, que podem ter suas correspondências livremente analisadas por agentes públicos."
641,"  As constituições nominalistas preocupam‐se em direcionar soluções a problemas concretos, exigindo uma interpretação literal por parte daquele que a aplica.","  as constituições nominalistas preocupam‐se em direcionar soluções a problemas concretos, exigindo uma interpretação literal por parte daquele que a aplica."
642,"  As constituições dualistas, ou pactuadas, conservam um ajuste entre o monarca e o parlamento, por meio do qual aquele se submete à ordem jurídica estatal.","  as constituições dualistas, ou pactuadas, conservam um ajuste entre o monarca e o parlamento, por meio do qual aquele se submete à ordem jurídica estatal."
643,"  As constituições dirigentes orientam‐se quanto ao que devem, como devem e quando devem ordenar aos órgãos legiferantes para realização de suas missões constitucionais.","  as constituições dirigentes orientam‐se quanto ao que devem, como devem e quando devem ordenar aos órgãos legiferantes para realização de suas missões constitucionais."
644,"  No que toca à estabilidade ou à mutabilidade, as diferentes classificações das constituições podem combinar‐se, como é o caso das semiflexíveis, sujeitas à alteração por determinado período quanto a determinadas matérias, mas, após o lapso de tempo, imutáveis.","  no que toca à estabilidade ou à mutabilidade, as diferentes classificações das constituições podem combinar‐se, como é o caso das semiflexíveis, sujeitas à alteração por determinado período quanto a determinadas matérias, mas, após o lapso de tempo, imutáveis."
645,  As constituições dogmáticas refletem um processo lento e gradual de amadurecimento histórico por parte da sociedade.,  as constituições dogmáticas refletem um processo lento e gradual de amadurecimento histórico por parte da sociedade.
646,"  Na confederação, somente o Estado é detentor de soberania.","  na confederação, somente o estado é detentor de soberania."
647,  A autodeterminação é reflexo da relativa autonomia conferida aos membros da Federação.,  a autodeterminação é reflexo da relativa autonomia conferida aos membros da federação.
648,  A participação dos entes integrantes na formação da vontade nacional é requisito indispensável à Federação.,  a participação dos entes integrantes na formação da vontade nacional é requisito indispensável à federação.
649,  A interdição judicial acarreta a suspensão dos direitos políticos do interdito.,  a interdição judicial acarreta a suspensão dos direitos políticos do interdito.
650,  A perda dos direitos políticos é definitiva e depende de decisão judicial transitada em julgado.,  a perda dos direitos políticos é definitiva e depende de decisão judicial transitada em julgado.
651,"  A definitividade é traço caracterizador dos servidores públicos que, contudo, não afasta certas hipóteses em que esse vínculo seja temporário.","  a definitividade é traço caracterizador dos servidores públicos que, contudo, não afasta certas hipóteses em que esse vínculo seja temporário."
652," Uma determinada função antes considerada como típica de determinado Poder não comporta sua transformação, a qualquer tempo, em atípica, sob pena de vulnerar a separação de Poderes."," uma determinada função antes considerada como típica de determinado poder não comporta sua transformação, a qualquer tempo, em atípica, sob pena de vulnerar a separação de poderes."
653," O Judiciário desempenha como função atípica a administração, mas não a normatização, seja típica ou atipicamente."," o judiciário desempenha como função atípica a administração, mas não a normatização, seja típica ou atipicamente."
654," A criação e a extinção de ministérios, órgãos e autarquias deverá ocorrer mediante lei de iniciativa privativa do presidente da República e aprovada pelo Congresso Nacional."," a criação e a extinção de ministérios, órgãos e autarquias deverá ocorrer mediante lei de iniciativa privativa do presidente da república e aprovada pelo congresso nacional."
655," O Poder Executivo, que tem como função típica a atividade administrativa estatal, pode exercer atipicamente a função legislativa, porém jamais pode exercer a função jurisdicional, sob pena de usurpação de poder."," o poder executivo, que tem como função típica a atividade administrativa estatal, pode exercer atipicamente a função legislativa, porém jamais pode exercer a função jurisdicional, sob pena de usurpação de poder."
656," Entende‐se como função típica do Poder Judiciário, também chamada de função jurisdicional, a de solucionar definitivamente conflitos de interesses mediante a provocação do interessado."," entende‐se como função típica do poder judiciário, também chamada de função jurisdicional, a de solucionar definitivamente conflitos de interesses mediante a provocação do interessado."
657," Quando o Poder Legislativo realiza um procedimento licitatório para a contratação de serviços de necessidade do órgão, está exercendo atipicamente a função administrativa."," quando o poder legislativo realiza um procedimento licitatório para a contratação de serviços de necessidade do órgão, está exercendo atipicamente a função administrativa."
658," Além da função típica de cada Poder, cada um também exerce, em caráter excepcional, as chamadas funções atípicas, assim denominadas em razão de não estarem previstas em lei."," além da função típica de cada poder, cada um também exerce, em caráter excepcional, as chamadas funções atípicas, assim denominadas em razão de não estarem previstas em lei."
659," O controle externo da Administração Pública Federal será exercido pelo Congresso Nacional, com o auxílio do Tribunal de Contas da União, para julgar as contas prestadas anualmente pelo presidente da República."," o controle externo da administração pública federal será exercido pelo congresso nacional, com o auxílio do tribunal de contas da união, para julgar as contas prestadas anualmente pelo presidente da república."
660, A proibição de acumulação remunerada de cargos públicos não se estende a empregos nem abrange autarquias e sociedades de economia mista., a proibição de acumulação remunerada de cargos públicos não se estende a empregos nem abrange autarquias e sociedades de economia mista.
661, É vedada a vinculação ou equiparação de quaisquer espécies remuneratórias para o efeito de remuneração de pessoal do serviço público., é vedada a vinculação ou equiparação de quaisquer espécies remuneratórias para o efeito de remuneração de pessoal do serviço público.
662, É permitida a cassação de direitos políticos no caso de improbidade administrativa., é permitida a cassação de direitos políticos no caso de improbidade administrativa.
663," São inelegíveis os analfabetos e os inalistáveis, que incluem os estrangeiros e, durante o serviço militar obrigatório, os conscritos."," são inelegíveis os analfabetos e os inalistáveis, que incluem os estrangeiros e, durante o serviço militar obrigatório, os conscritos."
664," São condições indispensáveis de elegibilidade: a nacionalidade brasileira; o pleno exercício dos direitos políticos; o alistamento eleitoral; a filiação partidária; e a capacidade civil, que se verifica com dezoito anos de idade."," são condições indispensáveis de elegibilidade: a nacionalidade brasileira; o pleno exercício dos direitos políticos; o alistamento eleitoral; a filiação partidária; e a capacidade civil, que se verifica com dezoito anos de idade."
665," São brasileiros naturalizados os estrangeiros de qualquer nacionalidade, residentes no Brasil há mais de quinze anos ininterruptos e sem condenação penal, desde que requeiram a nacionalidade brasileira."," são brasileiros naturalizados os estrangeiros de qualquer nacionalidade, residentes no brasil há mais de quinze anos ininterruptos e sem condenação penal, desde que requeiram a nacionalidade brasileira."
666," É brasileira a pessoa nascida no estrangeiro de pai brasileiro e mãe estrangeira, desde que venha residir no Brasil e opte, a qualquer tempo, após a maioridade, pela nacionalidade brasileira."," é brasileira a pessoa nascida no estrangeiro de pai brasileiro e mãe estrangeira, desde que venha residir no brasil e opte, a qualquer tempo, após a maioridade, pela nacionalidade brasileira."
667," É vedada a criação de mais de uma organização sindical representativa de categoria profissional ou econômica na mesma base territorial, que não pode ser inferior à área de um município."," é vedada a criação de mais de uma organização sindical representativa de categoria profissional ou econômica na mesma base territorial, que não pode ser inferior à área de um município."
668, O salário pode ser inferior ao mínimo para os que percebem remuneração variável., o salário pode ser inferior ao mínimo para os que percebem remuneração variável.
669,  Os objetivos estratégicos do governo podem constituir justificativa para se manter em sigilo determinada informação a respeito da ação estatal.,  os objetivos estratégicos do governo podem constituir justificativa para se manter em sigilo determinada informação a respeito da ação estatal.
670,  A responsabilidade do Estado perante a sociedade deve ser controlada tanto em termos preventivos quanto em termos sucessivos.,  a responsabilidade do estado perante a sociedade deve ser controlada tanto em termos preventivos quanto em termos sucessivos.
671,"  A obediência stricto sensu à letra da lei é um imperativo da Administração Pública, mas a Constituição Federal exige também a observância do princípio da moralidade, que envolve uma avaliação subjetiva e espontânea do espírito da lei ou do objetivo maior do legislador.","  a obediência stricto sensu à letra da lei é um imperativo da administração pública, mas a constituição federal exige também a ervância do princípio da moralidade, que envolve uma avaliação subjetiva e espontânea do espírito da lei ou do objetivo maior do legislador."
672,"  O princípio da eficiência repercute sobre aspectos como a repartição de competências, exigindo a investidura do servidor nos poderes necessários à consecução de suas tarefas.","  o princípio da eficiência repercute sobre aspectos como a repartição de competências, exigindo a investidura do servidor nos poderes necessários à consecução de suas tarefas."
673,"  O princípio da eficiência, embora deva ser perseguido pelo administrador, convive com outros princípios explícitos e implícitos, não podendo se sobrepor ou sacrificar qualquer deles, em especial o da legalidade.","  o princípio da eficiência, embora deva ser perseguido pelo administrador, convive com outros princípios explícitos e implícitos, não podendo se sobrepor ou sacrificar qualquer deles, em especial o da legalidade."
674,"  O princípio da publicidade cede, por exemplo, quando o próprio interesse público a que ele visa resguardar está mais bem protegido pelo sigilo.","  o princípio da publicidade cede, por exemplo, quando o próprio interesse público a que ele visa resguardar está mais bem protegido pelo sigilo."
675,"  O princípio da impessoalidade guarda relação íntima com a finalidade administrativa no sentido de que o administrador pratique atos segundo o objetivo legal, não contaminando o fim almejado pela lei com suas preferências ou resistências pessoais e particulares.","  o princípio da impessoalidade guarda relação íntima com a finalidade administrativa no sentido de que o administrador pratique atos segundo o objetivo legal, não contaminando o fim almejado pela lei com suas preferências ou resistências pessoais e particulares."
676,  É vedada pela Constituição a utilização de degravação de conversa obtida mediante interceptação telefônica autorizada em processo penal para apuração de infração ético‐disciplinar de servidor público.,  é vedada pela constituição a utilização de degravação de conversa obtida mediante interceptação telefônica autorizada em processo penal para apuração de infração ético‐disciplinar de servidor público.
677,"  A gravação clandestina, prática ilícita, diferencia‐se da interceptação telefônica por ocorrer, aquela, no momento da conversa, sendo feita por um dos interlocutores ou por terceiro sem o conhecimento do outro interlocutor ou, no caso do terceiro, de ambos.","  a gravação clandestina, prática ilícita, diferencia‐se da interceptação telefônica por ocorrer, aquela, no momento da conversa, sendo feita por um dos interlocutores ou por terceiro sem o conhecimento do outro interlocutor ou, no caso do terceiro, de ambos."
678,"  As interceptações telefônicas somente podem ser autorizadas para fins de investigação policial ou instrução processual penal, sendo vedadas em processos cíveis ou administrativos.","  as interceptações telefônicas somente podem ser autorizadas para fins de investigação policial ou instrução processual penal, sendo vedadas em processos cíveis ou administrativos."
679,"   O duplo grau de jurisdição é uma garantia constitucional explicitada, na Constituição, pela inafastabilidade jurisdicional.","   o duplo grau de jurisdição é uma garantia constitucional explicitada, na constituição, pela inafastabilidade jurisdicional."
680,"   A proteção à coisa julgada decorre não somente do princípio da segurança jurídica, mas também da própria ideia de uma tutela jurisdicional efetiva.","   a proteção à coisa julgada decorre não somente do princípio da segurança jurídica, mas também da própria ideia de uma tutela jurisdicional efetiva."
681,   O ato jurídico perfeito produz como resultado direito adquirido para seu beneficiário.,   o ato jurídico perfeito produz como resultado direito adquirido para seu beneficiário.
682,  As constituições flexíveis geralmente são não escritas e podem ser facilmente alteradas por processo legislativo ordinário.,  as constituições flexíveis geralmente são não escritas e podem ser facilmente alteradas por processo legislativo ordinário.
683,"  As constituições semi‐imutáveis admitem que uma de suas partes seja alterada por processo legislativo especial, mas possuem também uma parte impassível de alteração.","  as constituições semi‐imutáveis admitem que uma de suas partes seja alterada por processo legislativo especial, mas possuem também uma parte impassível de alteração."
684,"   As constituições semiflexíveis possuem parte passível de alteração pelo processo legislativo ordinário e parte passível de alteração somente por procedimento mais solene, especial e dificultoso.","   as constituições semiflexíveis possuem parte passível de alteração pelo processo legislativo ordinário e parte passível de alteração somente por procedimento mais solene, especial e dificultoso."
685,"  As constituições semirrígidas admitem alteração apenas de uma parte; de outra parte, não.","  as constituições semirrígidas admitem alteração apenas de uma parte; de outra parte, não."
686,  As constituições rígidas não admitem alteração.,  as constituições rígidas não admitem alteração.
687,  A estabilidade do servidor público exige avaliação especial de desempenho por comissão própria.,  a estabilidade do servidor público exige avaliação especial de desempenho por comissão própria.
688,  A extinção do cargo impõe a exoneração do servidor que o ocupava.,  a extinção do cargo impõe a exoneração do servidor que o ocupava.
689,  O habeas data garante a seu impetrante o direito de conhecer informações constantes de banco de dados de natureza pública que sejam fundamentadamente de seu interesse.,  o habeas data garante a seu impetrante o direito de conhecer informações constantes de banco de dados de natureza pública que sejam fundamentadamente de seu interesse.
690,"  As punições disciplinares não desafiam, em qualquer hipótese, ordem de habeas corpus.","  as punições disciplinares não desafiam, em qualquer hipótese, ordem de habeas corpus."
691,"  A capacidade de impetração de habeas corpus é um atributo da personalidade, dispensando capacidade processual ou postulatória.","  a capacidade de impetração de habeas corpus é um atributo da personalidade, dispensando capacidade processual ou postulatória."
692,"  Cabe aos municípios estabelecer e subvencionar cultos religiosos ou igrejas, mantendo, com seus representantes, relações de dependência e aliança.","  cabe aos municípios estabelecer e subvencionar cultos religiosos ou igrejas, mantendo, com seus representantes, relações de dependência e aliança."
693,"  É de competência comum da União, dos estados, do Distrito Federal e dos municípios a proteção ao meio ambiente e o combate à poluição em qualquer de suas formas.","  é de competência comum da união, dos estados, do distrito federal e dos municípios a proteção ao meio ambiente e o combate à poluição em qualquer de suas formas."
694,"  A criação, a incorporação, a fusão e o desmembramento de municípios far‐se‐ão por lei estadual, dentro do período determinado por lei complementar federal, e dependerão de consulta prévia, mediante plebiscito, às populações dos municípios envolvidos, após divulgação dos estudos de viabilidade municipal, apresentados e publicados na forma da lei.","  a criação, a incorporação, a fusão e o desmembramento de municípios far‐se‐ão por lei estadual, dentro do período determinado por lei complementar federal, e dependerão de consulta prévia, mediante plebiscito, às populações dos municípios envolvidos, após divulgação dos estudos de viabilidade municipal, apresentados e publicados na forma da lei."
695,"  Na classificação quanto à sua origem, entende‐se por constituição promulgada aquela que resulta do trabalho de uma Assembleia Nacional Constituinte, eleita pelo povo, para, em nome dele, atuar, nascendo, portanto, da deliberação popular legítima.","  na classificação quanto à sua origem, entende‐se por constituição promulgada aquela que resulta do trabalho de uma assembleia nacional constituinte, eleita pelo povo, para, em nome dele, atuar, nascendo, portanto, da deliberação popular legítima."
696,"  Constituições flexíveis são aquelas que exigem, para sua alteração, um processo legislativo mais árduo e solene que o processo de alteração das normas não constitucionais.","  constituições flexíveis são aquelas que exigem, para sua alteração, um processo legislativo mais árduo e solene que o processo de alteração das normas não constitucionais."
697,"  Classificam‐se como costumeiras as constituições que não trazem as regras em um único texto solene e codificado, sendo baseada em usos, costumes, jurisprudências e convenções.","  classificam‐se como costumeiras as constituições que não trazem as regras em um único texto solene e codificado, sendo baseada em usos, costumes, jurisprudências e convenções."
698,  A superveniência de normas gerais editadas pela União no exercício de competência concorrente com os estados suspenderá a legislação específica por estes editada naquilo em que ela for contrariada.,  a superveniência de normas gerais editadas pela união no exercício de competência concorrente com os estados suspenderá a legislação específica por estes editada naquilo em que ela for contrariada.
699,"  Nas negociações coletivas de trabalho, é obrigatória a participação dos sindicatos.","  nas negociações coletivas de trabalho, é obrigatória a participação dos sindicatos."
700,"  O salário mínimo deve ser capaz de atender as necessidades vitais básicas do trabalhador e às de sua família, com reajustes periódicos que lhe preservem o poder aquisitivo, sendo vedada sua vinculação para qualquer fim.","  o salário mínimo deve ser capaz de atender as necessidades vitais básicas do trabalhador e às de sua família, com reajustes periódicos que lhe preservem o poder aquisitivo, sendo vedada sua vinculação para qualquer fim."
701,"  É vedada a proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei, por ferir o princípio da isonomia.","  é vedada a proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei, por ferir o princípio da isonomia."
702,"  O piso salarial do trabalhador será proporcional à extensão e à complexidade do trabalho. Contudo, a redução do salário é inadmissível, mesmo se houver previsão disposta em convenção ou acordo coletivo.","  o piso salarial do trabalhador será proporcional à extensão e à complexidade do trabalho. contudo, a redução do salário é inadmissível, mesmo se houver previsão disposta em convenção ou acordo coletivo."
703,  Os direitos e as garantias expressos na Constituição não excluem outros decorrentes dos tratados internacionais em que a República Federativa do Brasil seja parte.,  os direitos e as garantias expressos na constituição não excluem outros decorrentes dos tratados internacionais em que a república federativa do brasil seja parte.
704,"  É livre o exercício de qualquer profissão, desde que atendidas as qualificações profissionais que a lei estabelecer.","  é livre o exercício de qualquer profissão, desde que atendidas as qualificações profissionais que a lei estabelecer."
705,"  Caso o Estado permita ou realize a prestação de assistência religiosa nas entidades civis e militares de internação coletiva, estará violando o direito à liberdade de crença religiosa e deixando de ser laico.","  caso o estado permita ou realize a prestação de assistência religiosa nas entidades civis e militares de internação coletiva, estará violando o direito à liberdade de crença religiosa e deixando de ser laico."
706,"  Ninguém será submetido à tortura nem a tratamento desumano ou degradante, salvo em casos que envolvam segurança nacional, em benefício do bem da coletividade.","  ninguém será submetido à tortura nem a tratamento desumano ou degradante, salvo em casos que envolvam segurança nacional, em benefício do bem da coletividade."
707,"  A Constituição protege a vida extrauterina de forma absoluta. Contudo, a vida intrauterina não é protegida, motivo pelo qual o aborto terapêutico é permitido.","  a constituição protege a vida extrauterina de forma absoluta. contudo, a vida intrauterina não é protegida, motivo pelo qual o aborto terapêutico é permitido."
708,"  No Brasil, vigora apenas a democracia direta, em que não é admissível a conjugação do princípio representativo com os institutos da democracia direta.","  no brasil, vigora apenas a democracia direta, em que não é admissível a conjugação do princípio representativo com os institutos da democracia direta."
709,"  Compete ao STF julgar reclamação contra ato administrativo que contrariar súmula vinculante, não sendo possível o uso dessa reclamação quando não for demonstrado o esgotamento das vias administrativas.","  compete ao stf julgar reclamação contra ato administrativo que contrariar súmula vinculante, não sendo possível o uso dessa reclamação quando não for demonstrado o esgotamento das vias administrativas."
710,"  Considere‐se que determina proposta de emenda à constituição tenha sido rejeitada no ano de 2018. Nesse caso, é correto afirmar que essa mesma matéria não poderá ser objeto de nova proposta de emenda à Constituição no ano de 2019.","  considere‐se que determina proposta de emenda à constituição tenha sido rejeitada no ano de 2018. nesse caso, é correto afirmar que essa mesma matéria não poderá ser objeto de nova proposta de emenda à constituição no ano de 2019."
711,"  O princípio constitucional que assegura o livre exercício de qualquer profissão, ofício ou trabalho, atendidas as qualificações profissionais que a lei estabelecer, é exemplo de norma de aplicação imediata e de eficácia contida, que permite, portanto, a restrição da atividade por meio de legislação infraconstitucional.","  o princípio constitucional que assegura o livre exercício de qualquer profissão, ofício ou trabalho, atendidas as qualificações profissionais que a lei estabelecer, é exemplo de norma de aplicação imediata e de eficácia contida, que permite, portanto, a restrição da atividade por meio de legislação infraconstitucional."
712,"  Considere‐se que, em uma determinada autarquia federal, existam duas carreiras distintas, ambas com um determinado cargo de mesma denominação, mesma exigência de nível de escolaridade e mesmo rol de atribuições legais e regulamentares, mas com tabelas de remuneração distintas. Nesse caso, diante das singularidades acima descritas, de acordo com o entendimento do STF acerca do princípio da isonomia, é possível que decisão judicial venha a determinar a aplicação da tabela remuneratória mais vantajosa aos servidores ocupantes do cargo da carreira cuja remuneração seja mais baixa.","  considere‐se que, em uma determinada autarquia federal, existam duas carreiras distintas, ambas com um determinado cargo de mesma denominação, mesma exigência de nível de escolaridade e mesmo rol de atribuições legais e regulamentares, mas com tabelas de remuneração distintas. nesse caso, diante das singularidades acima descritas, de acordo com o entendimento do stf acerca do princípio da isonomia, é possível que decisão judicial venha a determinar a aplicação da tabela remuneratória mais vantajosa aos servidores ocupantes do cargo da carreira cuja remuneração seja mais baixa."
713,"  Suponha‐se que a lei estabeleça, no processo de seleção, que todos os membros da carreira militar devem possuir uma determinada altura mínima. Nesse caso, de acordo com a jurisprudência do STF, essa adoção de requisitos físicos deverá observar critérios idôneos e proporcionais que guardem correlação com as atividades a serem desempenhadas pelo servidor, não sendo constitucional, por exemplo, essa exigência legal para médicos militares e capelães.","  suponha‐se que a lei estabeleça, no processo de seleção, que todos os membros da carreira militar devem possuir uma determinada altura mínima. nesse caso, de acordo com a jurisprudência do stf, essa adoção de requisitos físicos deverá ervar critérios idôneos e proporcionais que guardem correlação com as atividades a serem desempenhadas pelo servidor, não sendo constitucional, por exemplo, essa exigência legal para médicos militares e capelães."
714,"  Suponha‐se que a autoridade administrativa tenha editado um ato que contrarie súmula vinculante editada pelo STF. Nessa hipótese, caberá reclamação ao próprio STF que, julgando‐a procedente, anulará o ato administrativo.","  suponha‐se que a autoridade administrativa tenha editado um ato que contrarie súmula vinculante editada pelo stf. nessa hipótese, caberá reclamação ao próprio stf que, julgando‐a procedente, anulará o ato administrativo."
715,"  O Supremo Tribunal Federal (STF), por decisão de pelo menos sete de seus ministros, poderá editar súmula vinculante, após reiteradas decisões sobre matéria constitucional ou infraconstitucional, a qual terá efeito vinculante em relação aos demais órgãos do Poder Judiciário e à Administração Pública em geral.","  o supremo tribunal federal (stf), por decisão de pelo menos sete de seus ministros, poderá editar súmula vinculante, após reiteradas decisões sobre matéria constitucional ou infraconstitucional, a qual terá efeito vinculante em relação aos demais órgãos do poder judiciário e à administração pública em geral."
716,  A irredutibilidade salarial é direito social suscetível de relativização por acordo ou convenção coletiva.,  a irredutibilidade salarial é direito social suscetível de relativização por acordo ou convenção coletiva.
717,  Os trabalhadores domésticos titularizam todos os direitos sociais previstos na Constituição.,  os trabalhadores domésticos titularizam todos os direitos sociais previstos na constituição.
718,"  Os direitos sociais são autoaplicáveis, embora admitam mandado de injunção quando constarem de norma de eficácia contida.","  os direitos sociais são autoaplicáveis, embora admitam mandado de injunção quando constarem de norma de eficácia contida."
719,"  A historicidade, como característica dos direitos fundamentais, indica que são eles originados a partir da Declaração Universal de Direitos Humanos e que possuem um marco histórico definidor de sua criação.","  a historicidade, como característica dos direitos fundamentais, indica que são eles originados a partir da declaração universal de direitos humanos e que possuem um marco histórico definidor de sua criação."
720,"  Os direitos fundamentais de quarta geração são aqueles relacionados à globalização política, ligados, portanto, à democracia, à informação e ao pluralismo.","  os direitos fundamentais de quarta geração são aqueles relacionados à globalização política, ligados, portanto, à democracia, à informação e ao pluralismo."
721,"  Em certo sentido, os direitos fundamentais ostentam natureza declaratória e bens jurídicos titularizados por seus sujeitos, enquanto as garantias possuem finalidade assecuratória, instrumental.","  em certo sentido, os direitos fundamentais ostentam natureza declaratória e bens jurídicos titularizados por seus sujeitos, enquanto as garantias possuem finalidade assecuratória, instrumental."
722,"  Na visão política de Carl Schmitt, é considerado como Constituição tudo o que formalmente nela se encontre, independentemente de cuidar ou não de matéria propriamente constitucional.","  na visão política de carl schmitt, é considerado como constituição tudo o que formalmente nela se encontre, independentemente de cuidar ou não de matéria propriamente constitucional."
723,"  O sentido culturalista da Constituição congrega seus sentidos sociológicos, políticos e jurídicos, vendo, na Carta, um fato cultural que submete e subordina a sociedade, que não tem poderes de nela influir.","  o sentido culturalista da constituição congrega seus sentidos sociológicos, políticos e jurídicos, vendo, na carta, um fato cultural que submete e subordina a sociedade, que não tem poderes de nela influir."
724,"  Na visão sociológica de Lassale, em um possível conflito entre a Constituição jurídica e a Constituição real, esta última prevalecerá.","  na visão sociológica de lassale, em um possível conflito entre a constituição jurídica e a constituição real, esta última prevalecerá."
725,"  Na leitura de Konrad Hesse, a Constituição ostenta força normativa capaz não somente de espelhar sociologicamente os fatores reais de poder, mas, ainda além, de condicionar a realidade política e social de um Estado.","  na leitura de konrad hesse, a constituição ostenta força normativa capaz não somente de espelhar sociologicamente os fatores reais de poder, mas, ainda além, de condicionar a realidade política e social de um estado."
726,"  A ideia de supremacia constitucional coloca todas as normas constitucionais em igualdade hierárquica, do ponto de vista do sistema normativo, e em posição de superioridade em relação a todas as demais normas.","  a ideia de supremacia constitucional coloca todas as normas constitucionais em igualdade hierárquica, do ponto de vista do sistema normativo, e em posição de superioridade em relação a todas as demais normas."
727,  A Constituição Federal de 1988 prevê a interrupção da prescrição de processo penal contra parlamentar federal se houver sustação pela respectiva casa no Congresso Nacional.,  a constituição federal de 1988 prevê a interrupção da prescrição de processo penal contra parlamentar federal se houver sustação pela respectiva casa no congresso nacional.
728,"  Se as indicações de membros para compor o CNJ não forem feitas no prazo legal pelos seus respectivos órgãos, a escolha caberá ao presidente da República.","  se as indicações de membros para compor o cnj não forem feitas no prazo legal pelos seus respectivos órgãos, a escolha caberá ao presidente da república."
729," Impõe‐se aos agentes da administração pública direta e indireta a persecução do bem comum, primando pela adoção dos critérios legais e morais necessários para a melhor utilização possível dos recursos públicos."," impõe‐se aos agentes da administração pública direta e indireta a persecução do bem comum, primando pela adoção dos critérios legais e morais necessários para a melhor utilização possível dos recursos públicos."
730," A necessidade de publicação dos atos administrativos em órgão oficial decorre do princípio administrativo da publicidade, que também traduz a exigência de transparência da atuação administrativa."," a necessidade de publicação dos atos administrativos em órgão oficial decorre do princípio administrativo da publicidade, que também traduz a exigência de transparência da atuação administrativa."
731," O princípio administrativo da impessoalidade liga‐se à ideia de probidade e boa‐fé, exigindo a observância de padrões éticos de probidade nos processos administrativos."," o princípio administrativo da impessoalidade liga‐se à ideia de probidade e boa‐fé, exigindo a ervância de padrões éticos de probidade nos processos administrativos."
732," Ante o princípio da legalidade, o agente público, no exercício de suas funções, só pode fazer aquilo que a lei autorize ou determine, ou seja, só pode agir em conformidade com o que é apontado na lei."," ante o princípio da legalidade, o agente público, no exercício de suas funções, só pode fazer aquilo que a lei autorize ou determine, ou seja, só pode agir em conformidade com o que é apontado na lei."
733,"  O STF é o órgão responsável pelo controle da atuação administrativa e financeira de todo o Poder Judiciário, bem como do cumprimento funcional dos deveres dos juízes.","  o stf é o órgão responsável pelo controle da atuação administrativa e financeira de todo o poder judiciário, bem como do cumprimento funcional dos deveres dos juízes."
734,  Compete ao STF processar e julgar o presidente da República por infrações penais comuns.,  compete ao stf processar e julgar o presidente da república por infrações penais comuns.
735,  A Advocacia-Geral da União é responsável por promover inquérito civil e ação civil pública para proteção do meio ambiente e de outros interesses difusos e coletivos.,  a advocaciageral da união é responsável por promover inquérito civil e ação civil pública para proteção do meio ambiente e de outros interesses difusos e coletivos.
736,"  O Ministério Público, observando sua autonomia funcional e administrativa, pode propor ao Poder Legislativo a extinção e a criação de cargos e serviços auxiliares para o próprio Ministério Público.","  o ministério público, ervando sua autonomia funcional e administrativa, pode propor ao poder legislativo a extinção e a criação de cargos e serviços auxiliares para o próprio ministério público."
