,original,Texto,endereço,tipo
2291,"§ 6º As polícias militares e os corpos de bombeiros militares, forças auxiliares e reserva do Exército subordinam-se, juntamente com as polícias civis e as polícias penais estaduais e distrital, aos Governadores dos Estados, do Distrito Federal e dos Territórios.            (Redação dada pela Emenda Constitucional nº 104, de 2019)","§ 6º As polícias militares e os corpos de bombeiros militares, forças auxiliares e reserva do Exército subordinam-se, juntamente com as polícias civis e as polícias penais estaduais e distrital, aos Governadores dos Estados, do Distrito Federal e dos Territórios.            (Redação dada pela Emenda Constitucional nº 104, de 2019)","cf88,4,18,,,149,977,,",par
2292,"§ 7º A lei disciplinará a organização e o funcionamento dos órgãos responsáveis pela segurança pública, de maneira a garantir a eficiência de suas atividades.","§ 7º A lei disciplinará a organização e o funcionamento dos órgãos responsáveis pela segurança pública, de maneira a garantir a eficiência de suas atividades.","cf88,4,18,,,149,978,,",par
2293,"§ 8º Os Municípios poderão constituir guardas municipais destinadas à proteção de seus bens, serviços e instalações, conforme dispuser a lei.","§ 8º Os Municípios poderão constituir guardas municipais destinadas à proteção de seus bens, serviços e instalações, conforme dispuser a lei.","cf88,4,18,,,149,979,,",par
2294,"§ 9º A remuneração dos servidores policiais integrantes dos órgãos relacionados neste artigo será fixada na forma do § 4º do art. 39. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 9º A remuneração dos servidores policiais integrantes dos órgãos relacionados neste artigo será fixada na forma do § 4º do art. 39. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,4,18,,,149,980,,",par
2295,"§ 10. A segurança viária, exercida para a preservação da ordem pública e da incolumidade das pessoas e do seu patrimônio nas vias públicas: (Incluído pela Emenda Constitucional nº 82, de 2014)","§ 10. A segurança viária, exercida para a preservação da ordem pública e da incolumidade das pessoas e do seu patrimônio nas vias públicas: (Incluído pela Emenda Constitucional nº 82, de 2014)","cf88,4,18,,,149,981,,",par
2296,"I - compreende a educação, engenharia e fiscalização de trânsito, além de outras atividades previstas em lei, que assegurem ao cidadão o direito à mobilidade urbana eficiente; e (Incluído pela Emenda Constitucional nº 82, de 2014)","Art. 144. A segurança pública, dever do Estado, direito e responsabilidade de todos, é exercida para a preservação da ordem pública e da incolumidade das pessoas e do patrimônio, através dos seguintes órgãos:§ 10. A segurança viária, exercida para a preservação da ordem pública e da incolumidade das pessoas e do seu patrimônio nas vias públicas: (Incluído pela Emenda Constitucional nº 82, de 2014)I - compreende a educação, engenharia e fiscalização de trânsito, além de outras atividades previstas em lei, que assegurem ao cidadão o direito à mobilidade urbana eficiente; e (Incluído pela Emenda Constitucional nº 82, de 2014)","cf88,4,18,,,149,981,321,",art-parag-inciso
2297,"II - compete, no âmbito dos Estados, do Distrito Federal e dos Municípios, aos respectivos órgãos ou entidades executivos e seus agentes de trânsito, estruturados em Carreira, na forma da lei.  (Incluído pela Emenda Constitucional nº 82, de 2014)","Art. 144. A segurança pública, dever do Estado, direito e responsabilidade de todos, é exercida para a preservação da ordem pública e da incolumidade das pessoas e do patrimônio, através dos seguintes órgãos:§ 10. A segurança viária, exercida para a preservação da ordem pública e da incolumidade das pessoas e do seu patrimônio nas vias públicas: (Incluído pela Emenda Constitucional nº 82, de 2014)II - compete, no âmbito dos Estados, do Distrito Federal e dos Municípios, aos respectivos órgãos ou entidades executivos e seus agentes de trânsito, estruturados em Carreira, na forma da lei.  (Incluído pela Emenda Constitucional nº 82, de 2014)","cf88,4,18,,,149,981,322,",art-parag-inciso
2298,"Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:","Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:","cf88,5,19,35,,150,,,",art
2299,I - impostos;,"Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:I - impostos;","cf88,5,19,35,,150,982,,",art-inciso
2300,"II - taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;","Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:II - taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;","cf88,5,19,35,,150,983,,",art-inciso
2301,"III - contribuição de melhoria, decorrente de obras públicas.","Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:III - contribuição de melhoria, decorrente de obras públicas.","cf88,5,19,35,,150,984,,",art-inciso
2302,"§ 1º Sempre que possível, os impostos terão caráter pessoal e serão graduados segundo a capacidade econômica do contribuinte, facultado à administração tributária, especialmente para conferir efetividade a esses objetivos, identificar, respeitados os direitos individuais e nos termos da lei, o patrimônio, os rendimentos e as atividades econômicas do contribuinte.","§ 1º Sempre que possível, os impostos terão caráter pessoal e serão graduados segundo a capacidade econômica do contribuinte, facultado à administração tributária, especialmente para conferir efetividade a esses objetivos, identificar, respeitados os direitos individuais e nos termos da lei, o patrimônio, os rendimentos e as atividades econômicas do contribuinte.","cf88,5,19,35,,150,985,,",par
2303,§ 2º As taxas não poderão ter base de cálculo própria de impostos.,§ 2º As taxas não poderão ter base de cálculo própria de impostos.,"cf88,5,19,35,,150,986,,",par
2304,Art. 146. Cabe à lei complementar:,Art. 146. Cabe à lei complementar:,"cf88,5,19,35,,151,,,",art
2305,"I - dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;","Art. 146. Cabe à lei complementar:I - dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;","cf88,5,19,35,,151,987,,",art-inciso
2307,II - regular as limitações constitucionais ao poder de tributar;,Art. 146. Cabe à lei complementar:II - regular as limitações constitucionais ao poder de tributar;,"cf88,5,19,35,,151,988,,",art-inciso
2308,"III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:","Art. 146. Cabe à lei complementar:III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:","cf88,5,19,35,,151,989,,",art-inciso
2309,"a) definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição, a dos respectivos fatos geradores, bases de cálculo e contribuintes;","Art. 146. Cabe à lei complementar:III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:a) definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição, a dos respectivos fatos geradores, bases de cálculo e contribuintes;","cf88,5,19,35,,151,989,323,",art-inciso-alinea
2310,"b) obrigação, lançamento, crédito, prescrição e decadência tributários;","Art. 146. Cabe à lei complementar:III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:b) obrigação, lançamento, crédito, prescrição e decadência tributários;","cf88,5,19,35,,151,989,324,",art-inciso-alinea
2311,c) adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas.,"Art. 146. Cabe à lei complementar:III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:c) adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas.","cf88,5,19,35,,151,989,325,",art-inciso-alinea
2312,"d) definição de tratamento diferenciado e favorecido para as microempresas e para as empresas de pequeno porte, inclusive regimes especiais ou simplificados no caso do imposto previsto no art. 155, II, das contribuições previstas no art. 195, I e §§ 12 e 13, e da contribuição a que se refere o art. 239. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146. Cabe à lei complementar:III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:d) definição de tratamento diferenciado e favorecido para as microempresas e para as empresas de pequeno porte, inclusive regimes especiais ou simplificados no caso do imposto previsto no art. 155, II, das contribuições previstas no art. 195, I e §§ 12 e 13, e da contribuição a que se refere o art. 239. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,989,326,",art-inciso-alinea
2313,"Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,990,,",par
2314,"I - será opcional para o contribuinte; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146. Cabe à lei complementar:Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)I - será opcional para o contribuinte; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,990,327,",art-parag-inciso
2315,"II - poderão ser estabelecidas condições de enquadramento diferenciadas por Estado; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146. Cabe à lei complementar:Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)II - poderão ser estabelecidas condições de enquadramento diferenciadas por Estado; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,990,328,",art-parag-inciso
2316,"III - o recolhimento será unificado e centralizado e a distribuição da parcela de recursos pertencentes aos respectivos entes federados será imediata, vedada qualquer retenção ou condicionamento; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146. Cabe à lei complementar:Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)III - o recolhimento será unificado e centralizado e a distribuição da parcela de recursos pertencentes aos respectivos entes federados será imediata, vedada qualquer retenção ou condicionamento; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,990,329,",art-parag-inciso
2317,"IV - a arrecadação, a fiscalização e a cobrança poderão ser compartilhadas pelos entes federados, adotado cadastro nacional único de contribuintes. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146. Cabe à lei complementar:Parágrafo único. A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que: (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)IV - a arrecadação, a fiscalização e a cobrança poderão ser compartilhadas pelos entes federados, adotado cadastro nacional único de contribuintes. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,151,990,330,",art-parag-inciso
2318,"Art. 146-A. Lei complementar poderá estabelecer critérios especiais de tributação, com o objetivo de prevenir desequilíbrios da concorrência, sem prejuízo da competência de a União, por lei, estabelecer normas de igual objetivo. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 146-A. Lei complementar poderá estabelecer critérios especiais de tributação, com o objetivo de prevenir desequilíbrios da concorrência, sem prejuízo da competência de a União, por lei, estabelecer normas de igual objetivo. (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,152,,,",art
2319,"Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for dividido em Municípios, cumulativamente, os impostos municipais; ao Distrito Federal cabem os impostos municipais.","Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for dividido em Municípios, cumulativamente, os impostos municipais; ao Distrito Federal cabem os impostos municipais.","cf88,5,19,35,,153,,,",art
2320,"Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:","Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:","cf88,5,19,35,,154,,,",art
2321,"I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;","Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;","cf88,5,19,35,,154,991,,",art-inciso
2322,"II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, ""b"".","Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, ""b"".","cf88,5,19,35,,154,992,,",art-inciso
2324,Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à despesa que fundamentou sua instituição.,Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à despesa que fundamentou sua instituição.,"cf88,5,19,35,,154,993,,",par
2326,"Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.","cf88,5,19,35,,155,,,",art
2328,"§ § 1º A União, os Estados, o Distrito Federal e os Municípios instituirão, por meio de lei, contribuições para custeio de regime próprio de previdência social, cobradas dos servidores ativos, dos aposentados e dos pensionistas, que poderão ter alíquotas progressivas de acordo com o valor da base de contribuição ou dos proventos de aposentadoria e de pensões.          (Redação dada pela Emenda Constitucional nº 103, de 2019)    (Vigência","§ § 1º A União, os Estados, o Distrito Federal e os Municípios instituirão, por meio de lei, contribuições para custeio de regime próprio de previdência social, cobradas dos servidores ativos, dos aposentados e dos pensionistas, que poderão ter alíquotas progressivas de acordo com o valor da base de contribuição ou dos proventos de aposentadoria e de pensões.          (Redação dada pela Emenda Constitucional nº 103, de 2019)    (Vigência","cf88,5,19,35,,155,994,,",par
2329,"§ 1º-A. Quando houver deficit atuarial, a contribuição ordinária dos aposentados e pensionistas poderá incidir sobre o valor dos proventos de aposentadoria e de pensões que supere o salário-mínimo.      (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","§ 1º-A. Quando houver deficit atuarial, a contribuição ordinária dos aposentados e pensionistas poderá incidir sobre o valor dos proventos de aposentadoria e de pensões que supere o salário-mínimo.      (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","cf88,5,19,35,,155,995,,",par
2330,"§ 1º-B. Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o deficit atuarial, é facultada a instituição de contribuição extraordinária, no âmbito da União, dos servidores públicos ativos, dos aposentados e dos pensionistas.      (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","§ 1º-B. Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o deficit atuarial, é facultada a instituição de contribuição extraordinária, no âmbito da União, dos servidores públicos ativos, dos aposentados e dos pensionistas.      (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","cf88,5,19,35,,155,996,,",par
2331,"§ 1º-C. A contribuição extraordinária de que trata o § 1º-B deverá ser instituída simultaneamente com outras medidas para equacionamento do deficit e vigorará por período determinado, contado da data de sua instituição.    (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","§ 1º-C. A contribuição extraordinária de que trata o § 1º-B deverá ser instituída simultaneamente com outras medidas para equacionamento do deficit e vigorará por período determinado, contado da data de sua instituição.    (Incluído pela Emenda Constitucional nº 103, de 2019)    (Vigência)","cf88,5,19,35,,155,997,,",par
2332,"§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)","§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,998,,",par
2333,"I - não incidirão sobre as receitas decorrentes de exportação; (Incluído pela Emenda Constitucional nº 33, de 2001)","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)I - não incidirão sobre as receitas decorrentes de exportação; (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,998,331,",art-parag-inciso
2334,"II - incidirão também sobre a importação de produtos estrangeiros ou serviços; (Redação dada pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)II - incidirão também sobre a importação de produtos estrangeiros ou serviços; (Redação dada pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,35,,155,998,332,",art-parag-inciso
2335,"III - poderão ter alíquotas: (Incluído pela Emenda Constitucional nº 33, de 2001)","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)III - poderão ter alíquotas: (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,998,333,",art-parag-inciso
2336,"a) ad valorem, tendo por base o faturamento, a receita bruta ou o valor da operação e, no caso de importação, o valor aduaneiro; (Incluído pela Emenda Constitucional nº 33, de 2001)","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)III - poderão ter alíquotas: (Incluído pela Emenda Constitucional nº 33, de 2001)a) ad valorem, tendo por base o faturamento, a receita bruta ou o valor da operação e, no caso de importação, o valor aduaneiro; (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,998,333,33",art-parag-inciso-alinea
2337,"b) específica, tendo por base a unidade de medida adotada. (Incluído pela Emenda Constitucional nº 33, de 2001)","Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, de 2001)III - poderão ter alíquotas: (Incluído pela Emenda Constitucional nº 33, de 2001)b) específica, tendo por base a unidade de medida adotada. (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,998,333,34",art-parag-inciso-alinea
2338,"§ 3º A pessoa natural destinatária das operações de importação poderá ser equiparada a pessoa jurídica, na forma da lei. (Incluído pela Emenda Constitucional nº 33, de 2001)","§ 3º A pessoa natural destinatária das operações de importação poderá ser equiparada a pessoa jurídica, na forma da lei. (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,999,,",par
2339,"§ 4º A lei definirá as hipóteses em que as contribuições incidirão uma única vez. (Incluído pela Emenda Constitucional nº 33, de 2001)","§ 4º A lei definirá as hipóteses em que as contribuições incidirão uma única vez. (Incluído pela Emenda Constitucional nº 33, de 2001)","cf88,5,19,35,,155,1000,,",par
2340,"Art. 149-A Os Municípios e o Distrito Federal poderão instituir contribuição, na forma das respectivas leis, para o custeio do serviço de iluminação pública, observado o disposto no art. 150, I e III. (Incluído pela Emenda Constitucional nº 39, de 2002)","Art. 149-A Os Municípios e o Distrito Federal poderão instituir contribuição, na forma das respectivas leis, para o custeio do serviço de iluminação pública, observado o disposto no art. 150, I e III. (Incluído pela Emenda Constitucional nº 39, de 2002)","cf88,5,19,35,,156,,,",art
2341,"Parágrafo único. É facultada a cobrança da contribuição a que se refere o caput, na fatura de consumo de energia elétrica. (Incluído pela Emenda Constitucional nº 39, de 2002)","Parágrafo único. É facultada a cobrança da contribuição a que se refere o caput, na fatura de consumo de energia elétrica. (Incluído pela Emenda Constitucional nº 39, de 2002)","cf88,5,19,35,,156,1001,,",par
2342,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:","cf88,5,19,36,,157,,,",art
2343,I - exigir ou aumentar tributo sem lei que o estabeleça;,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:I - exigir ou aumentar tributo sem lei que o estabeleça;","cf88,5,19,36,,157,1002,,",art-inciso
2344,"II - instituir tratamento desigual entre contribuintes que se encontrem em situação equivalente, proibida qualquer distinção em razão de ocupação profissional ou função por eles exercida, independentemente da denominação jurídica dos rendimentos, títulos ou direitos;","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:II - instituir tratamento desigual entre contribuintes que se encontrem em situação equivalente, proibida qualquer distinção em razão de ocupação profissional ou função por eles exercida, independentemente da denominação jurídica dos rendimentos, títulos ou direitos;","cf88,5,19,36,,157,1003,,",art-inciso
2345,III - cobrar tributos:,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:III - cobrar tributos:","cf88,5,19,36,,157,1004,,",art-inciso
2346,a) em relação a fatos geradores ocorridos antes do início da vigência da lei que os houver instituído ou aumentado;,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:III - cobrar tributos:a) em relação a fatos geradores ocorridos antes do início da vigência da lei que os houver instituído ou aumentado;","cf88,5,19,36,,157,1004,334,",art-inciso-alinea
2348,b) no mesmo exercício financeiro em que haja sido publicada a lei que os instituiu ou aumentou;,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:III - cobrar tributos:b) no mesmo exercício financeiro em que haja sido publicada a lei que os instituiu ou aumentou;","cf88,5,19,36,,157,1004,335,",art-inciso-alinea
2352,"c) antes de decorridos noventa dias da data em que haja sido publicada a lei que os instituiu ou aumentou, observado o disposto na alínea b; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:III - cobrar tributos:c) antes de decorridos noventa dias da data em que haja sido publicada a lei que os instituiu ou aumentou, observado o disposto na alínea b; (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)","cf88,5,19,36,,157,1004,336,",art-inciso-alinea
2353,IV - utilizar tributo com efeito de confisco;,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:IV - utilizar tributo com efeito de confisco;","cf88,5,19,36,,157,1005,,",art-inciso
2354,"V - estabelecer limitações ao tráfego de pessoas ou bens, por meio de tributos interestaduais ou intermunicipais, ressalvada a cobrança de pedágio pela utilização de vias conservadas pelo Poder Público;","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:V - estabelecer limitações ao tráfego de pessoas ou bens, por meio de tributos interestaduais ou intermunicipais, ressalvada a cobrança de pedágio pela utilização de vias conservadas pelo Poder Público;","cf88,5,19,36,,157,1006,,",art-inciso
2355,VI - instituir impostos sobre:,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:","cf88,5,19,36,,157,1007,,",art-inciso
2356,"a) patrimônio, renda ou serviços, uns dos outros;","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:a) patrimônio, renda ou serviços, uns dos outros;","cf88,5,19,36,,157,1007,337,",art-inciso-alinea
2359,b) templos de qualquer culto;,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:b) templos de qualquer culto;","cf88,5,19,36,,157,1007,338,",art-inciso-alinea
2360,"c) patrimônio, renda ou serviços dos partidos políticos, inclusive suas fundações, das entidades sindicais dos trabalhadores, das instituições de educação e de assistência social, sem fins lucrativos, atendidos os requisitos da lei;","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:c) patrimônio, renda ou serviços dos partidos políticos, inclusive suas fundações, das entidades sindicais dos trabalhadores, das instituições de educação e de assistência social, sem fins lucrativos, atendidos os requisitos da lei;","cf88,5,19,36,,157,1007,339,",art-inciso-alinea
2362,"d) livros, jornais, periódicos e o papel destinado a sua impressão.","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:d) livros, jornais, periódicos e o papel destinado a sua impressão.","cf88,5,19,36,,157,1007,340,",art-inciso-alinea
2363,"e) fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser. (Incluída pela Emenda Constitucional nº 75, de 15.10.2013)","Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:VI - instituir impostos sobre:e) fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser. (Incluída pela Emenda Constitucional nº 75, de 15.10.2013)","cf88,5,19,36,,157,1007,341,",art-inciso-alinea
